,0,1,2,3,4,5,6,7,8,9,10,11,12,13,year
19,0.672,0.305,0.742,103.226,-15.754000000000001,1.0,7.0,0.995,0.364,0.158,0.0569,0.0,191400.0,0.0,1950
20,0.466,0.24,0.6829999999999999,140.061,-17.639,1.0,1.0,0.995,0.9009999999999999,0.22,0.0406,0.0,220240.0,0.0,1950
21,0.258,0.429,0.5710000000000001,176.938,-13.939,0.0,3.0,0.892,8.149999999999999e-05,0.15,0.0388,0.0,234987.0,0.0,1952
22,0.41,0.146,0.249,69.476,-22.803,1.0,7.0,0.988,0.924,0.12300000000000001,0.0601,0.0,119600.0,43.0,1963
23,0.647,0.868,0.968,176.583,-9.884,1.0,1.0,0.34600000000000003,0.22,0.0939,0.0643,0.0,136000.0,23.0,1968
24,0.8590000000000001,0.831,0.986,100.617,-10.117,1.0,0.0,0.39299999999999996,0.424,0.345,0.0791,0.0,139000.0,31.0,1968
25,0.74,0.868,0.982,162.822,-8.535,1.0,0.0,0.449,0.8140000000000001,0.0619,0.0385,0.0,117000.0,30.0,1968
26,0.894,0.7190000000000001,0.934,92.994,-11.74,0.0,2.0,0.7190000000000001,0.88,0.0854,0.0772,0.0,149000.0,30.0,1970
27,0.594,0.856,0.9420000000000001,136.084,-12.901,1.0,7.0,0.43200000000000005,0.8390000000000001,0.172,0.0402,0.0,129000.0,25.0,1970
28,0.214,0.19,0.0744,93.86399999999999,-16.801,1.0,8.0,0.972,0.787,0.14,0.0397,0.0,286053.0,31.0,1970
29,0.25,0.244,0.065,109.691,-14.739,0.0,7.0,0.985,0.7440000000000001,0.0941,0.0337,0.0,323360.0,30.0,1970
30,0.377,0.657,0.527,110.102,-11.592,1.0,2.0,0.0183,0.871,0.327,0.0339,0.0,587333.0,23.0,1972
31,0.619,0.78,0.7709999999999999,152.58100000000002,-14.023,1.0,9.0,0.11699999999999999,0.831,0.0693,0.0349,0.0,607427.0,32.0,1972
32,0.618,0.778,0.77,152.599,-14.077,1.0,9.0,0.11599999999999999,0.846,0.0723,0.0346,0.0,607427.0,37.0,1972
33,0.5479999999999999,0.951,0.159,144.036,-11.642000000000001,1.0,4.0,0.000317,0.6920000000000001,0.179,0.0363,0.0,677493.0,21.0,1973
34,0.20800000000000002,0.153,0.0385,89.65299999999999,-19.343,0.0,6.0,0.9470000000000001,0.778,0.1,0.033,0.0,354907.0,50.0,1973
35,0.8440000000000001,0.326,0.509,130.28,-17.932000000000002,1.0,1.0,0.155,0.893,0.105,0.0413,0.0,285933.0,31.0,1974
36,0.8759999999999999,0.49200000000000005,0.907,135.73,-17.262999999999998,0.0,10.0,0.429,0.887,0.5760000000000001,0.0669,0.0,189040.0,35.0,1974
37,0.294,0.284,0.37,68.233,-24.113000000000003,0.0,4.0,0.878,0.0561,0.0753,0.15,0.0,242613.0,33.0,1974
38,0.39,0.145,0.0644,107.78299999999999,-17.535,1.0,2.0,0.413,0.271,0.35100000000000003,0.0469,0.0,225920.0,32.0,1974
39,0.33299999999999996,0.49700000000000005,0.113,81.681,-15.606,1.0,2.0,0.105,0.872,0.129,0.0366,0.0,1367093.0,52.0,1974
40,0.392,0.524,0.29100000000000004,134.404,-13.697000000000001,1.0,0.0,0.00014,0.106,0.11599999999999999,0.0331,0.0,331147.0,35.0,1974
41,0.23600000000000002,0.192,0.0343,69.72,-18.919,1.0,0.0,0.151,0.856,0.0618,0.0409,0.0,401987.0,34.0,1974
42,0.41,0.321,0.0748,124.89399999999999,-12.647,1.0,2.0,0.149,0.9179999999999999,0.111,0.0349,0.0,177387.0,38.0,1974
43,0.109,0.0157,0.0381,91.75,-28.469,0.0,2.0,0.996,0.993,0.0778,0.0397,0.0,141476.0,31.0,1974
44,0.102,0.535,0.0739,84.084,-16.7,1.0,7.0,0.845,0.9329999999999999,0.22,0.0976,0.0,584129.0,30.0,1974
45,0.275,0.381,0.0648,148.955,-18.374000000000002,0.0,2.0,0.87,0.932,0.0865,0.042,0.0,1059351.0,38.0,1974
46,0.285,0.42200000000000004,0.515,122.49700000000001,-19.403,0.0,0.0,0.94,0.861,0.295,0.215,0.0,477323.0,33.0,1974
47,0.37799999999999995,0.214,0.121,114.40899999999999,-16.044,1.0,8.0,0.67,0.794,0.113,0.031,0.0,340333.0,36.0,1975
48,0.359,0.42700000000000005,0.0594,77.484,-12.100999999999999,1.0,2.0,0.43799999999999994,0.375,0.196,0.031,0.0,351067.0,37.0,1975
49,0.20199999999999999,0.88,0.649,80.0,-10.887,1.0,8.0,0.0351,0.922,0.198,0.151,0.0,280320.0,36.0,1975
50,0.515,0.335,0.0623,210.13099999999997,-27.063000000000002,0.0,10.0,0.0253,0.401,0.0787,0.136,0.0,67640.0,35.0,1975
51,0.645,0.536,0.504,144.766,-12.314,1.0,7.0,0.214,0.435,0.226,0.0374,0.0,222147.0,35.0,1975
52,0.331,0.273,0.035,90.906,-14.130999999999998,0.0,1.0,0.987,0.124,0.192,0.0365,0.0,87147.0,30.0,1975
53,0.54,0.273,0.625,105.462,-17.38,1.0,1.0,0.359,0.885,0.195,0.377,0.0,77160.0,29.0,1975
54,0.225,0.139,0.0,62.906000000000006,-17.387,0.0,5.0,0.971,0.68,0.26,0.136,0.0,39147.0,29.0,1975
55,0.6940000000000001,0.433,0.0863,67.506,-17.070999999999998,0.0,10.0,0.5710000000000001,0.0,0.349,0.353,0.0,54827.0,29.0,1975
56,0.506,0.335,0.073,110.07700000000001,-12.673,1.0,1.0,0.988,0.915,0.331,0.0365,0.0,134107.0,29.0,1975
57,0.374,0.312,0.15,119.396,-15.073,1.0,6.0,0.0005639999999999999,0.0,0.384,0.0547,0.0,213520.0,29.0,1975
58,0.583,0.6659999999999999,0.11,121.709,-11.702,0.0,9.0,0.0917,0.993,0.281,0.0307,0.0,401253.0,50.0,1975
59,0.602,0.254,0.0902,82.882,-15.397,1.0,8.0,0.267,0.812,0.134,0.0259,0.0,414227.0,26.0,1975
60,0.541,0.932,0.273,141.543,-12.044,1.0,0.0,0.0464,0.888,0.0973,0.0358,0.0,306600.0,32.0,1975
61,0.451,0.9790000000000001,0.187,149.52100000000002,-9.568,0.0,11.0,0.000123,0.684,0.113,0.0561,0.0,431760.0,28.0,1975
62,0.251,0.348,0.0361,130.186,-20.339000000000002,0.0,10.0,0.843,0.917,0.196,0.0534,0.0,1037451.0,30.0,1975
63,0.111,0.10800000000000001,0.0451,93.48899999999999,-15.753,1.0,2.0,0.8079999999999999,0.9740000000000001,0.0857,0.043,0.0,243933.0,30.0,1975
64,0.331,0.451,0.382,208.66299999999998,-13.752,1.0,0.0,0.452,0.963,0.11599999999999999,0.0328,0.0,491400.0,37.0,1976
65,0.456,0.335,0.251,177.1,-14.083,0.0,4.0,0.9179999999999999,0.872,0.217,0.0344,0.0,635745.0,31.0,1976
66,0.556,0.284,0.087,84.20200000000001,-16.047,1.0,9.0,0.149,0.8079999999999999,0.297,0.0288,0.0,344293.0,44.0,1976
67,0.348,0.41,0.21100000000000002,123.555,-19.344,1.0,3.0,0.46399999999999997,0.879,0.321,0.042,0.0,345093.0,37.0,1976
68,0.62,0.231,0.053,104.853,-23.873,1.0,11.0,0.961,0.9109999999999999,0.0741,0.0486,0.0,185720.0,33.0,1977
69,0.226,0.0779,0.0472,68.602,-23.638,0.0,9.0,0.975,0.8420000000000001,0.0828,0.0394,0.0,304307.0,30.0,1977
70,0.228,0.11599999999999999,0.0353,136.958,-21.123,1.0,11.0,0.721,0.9209999999999999,0.107,0.0373,0.0,206600.0,25.0,1977
71,0.46799999999999997,0.175,0.06,113.8,-17.294,1.0,2.0,0.97,0.8640000000000001,0.057999999999999996,0.0344,0.0,311600.0,42.0,1977
72,0.91,0.9540000000000001,0.9259999999999999,125.119,-6.75,0.0,0.0,0.26899999999999996,0.449,0.0948,0.0598,0.0,375320.0,37.0,1977
73,0.8140000000000001,0.718,0.5920000000000001,107.236,-11.228,0.0,10.0,0.00615,0.9329999999999999,0.10400000000000001,0.0852,0.0,131693.0,36.0,1977
74,0.741,0.207,0.688,111.38600000000001,-17.144000000000002,1.0,7.0,0.897,0.49700000000000005,0.0809,0.106,0.0,55333.0,32.0,1977
75,0.878,0.611,0.718,107.65,-12.220999999999998,1.0,1.0,0.0559,0.838,0.0527,0.11800000000000001,0.0,397373.0,44.0,1977
76,0.77,0.46399999999999997,0.419,110.387,-11.390999999999998,1.0,11.0,0.0408,0.649,0.19899999999999998,0.0571,0.0,581027.0,41.0,1977
77,0.514,0.73,0.562,189.248,-12.222999999999999,1.0,4.0,0.499,0.502,0.314,0.0674,0.0,476493.0,38.0,1977
78,0.815,0.626,0.594,107.448,-11.168,1.0,1.0,0.217,0.8170000000000001,0.691,0.0469,0.0,293707.0,38.0,1977
79,0.551,0.297,0.6409999999999999,111.852,-15.397,1.0,2.0,0.9279999999999999,0.85,0.11800000000000001,0.039,0.0,266253.0,38.0,1977
80,0.341,0.9309999999999999,0.0319,120.00399999999999,-6.593999999999999,0.0,7.0,0.000148,0.764,0.063,0.0389,0.0,492085.0,33.0,1977
81,0.305,0.23399999999999999,0.078,82.45299999999999,-18.255,1.0,1.0,0.752,0.929,0.132,0.0259,0.0,546107.0,41.0,1977
82,0.0946,0.0031,0.0297,88.45299999999999,-35.008,1.0,3.0,0.985,0.6459999999999999,0.0787,0.0423,0.0,233800.0,28.0,1977
83,0.708,0.6829999999999999,0.46299999999999997,123.602,-7.768,0.0,4.0,0.00122,0.643,0.121,0.0344,0.0,220533.0,60.0,1978
84,0.8059999999999999,0.765,0.353,115.023,-9.665,0.0,2.0,0.0236,0.617,0.14800000000000002,0.0583,0.0,372760.0,52.0,1978
85,0.527,0.7509999999999999,0.135,123.491,-8.764,1.0,8.0,0.0412,0.7979999999999999,0.644,0.0361,0.0,357107.0,45.0,1978
86,0.71,0.978,0.6609999999999999,104.75299999999999,-9.017000000000001,1.0,4.0,0.0551,0.9,0.272,0.0382,0.0,532533.0,44.0,1978
87,0.564,0.795,0.49,122.719,-9.391,0.0,5.0,0.00118,0.7809999999999999,0.13699999999999998,0.0311,0.0,361107.0,42.0,1978
88,0.49,0.774,0.8079999999999999,89.37100000000001,-10.854000000000001,1.0,1.0,0.0419,0.708,0.175,0.0573,0.0,332333.0,40.0,1978
89,0.588,0.6759999999999999,0.46799999999999997,102.65799999999999,-10.767999999999999,1.0,8.0,0.444,0.249,0.639,0.061,0.0,574160.0,34.0,1978
90,0.632,0.742,0.867,119.26799999999999,-7.244,1.0,0.0,0.32899999999999996,0.251,0.161,0.0316,0.0,273973.0,25.0,1978
91,0.6679999999999999,0.6970000000000001,0.711,135.37,-8.627,1.0,0.0,0.00782,0.935,0.10099999999999999,0.0318,0.0,375373.0,25.0,1978
92,0.5379999999999999,0.16899999999999998,0.0932,92.97,-17.555999999999997,1.0,7.0,0.898,0.937,0.386,0.0367,0.0,287827.0,28.0,1979
93,0.14800000000000002,0.581,0.0932,80.513,-10.536,0.0,9.0,0.603,0.583,0.342,0.0479,0.0,1100211.0,29.0,1979
94,0.387,0.564,0.0489,138.024,-11.253,0.0,4.0,0.111,0.841,0.0791,0.0376,0.0,448596.0,42.0,1979
95,0.858,0.937,0.539,130.11700000000002,-11.667,1.0,5.0,0.0342,0.142,0.612,0.163,0.0,338187.0,36.0,1979
96,0.326,0.162,0.0682,145.84,-16.843,1.0,1.0,0.72,0.777,0.0982,0.0431,0.0,300773.0,38.0,1979
97,0.303,0.0465,0.0386,74.933,-17.253,1.0,5.0,0.985,0.757,0.16699999999999998,0.0363,0.0,165813.0,32.0,1979
98,0.233,0.235,0.0389,132.61,-20.332,1.0,9.0,0.9109999999999999,0.9179999999999999,0.10099999999999999,0.0457,0.0,751653.0,29.0,1979
99,0.20800000000000002,0.253,0.121,68.92,-13.175,1.0,2.0,0.322,0.5710000000000001,0.261,0.033,0.0,164133.0,44.0,1979
100,0.511,0.81,0.6829999999999999,99.09,-8.547,0.0,9.0,0.287,0.0859,0.373,0.23600000000000002,0.0,387200.0,31.0,1979
101,0.615,0.9359999999999999,0.725,125.56200000000001,-8.513,1.0,5.0,0.0992,0.695,0.0828,0.036000000000000004,0.0,219093.0,32.0,1979
102,0.7240000000000001,0.688,0.527,154.19299999999998,-6.5729999999999995,1.0,7.0,0.00122,0.314,0.0764,0.0488,0.0,160933.0,31.0,1979
103,0.7070000000000001,0.9640000000000001,0.971,119.93799999999999,-2.046,1.0,2.0,0.16699999999999998,0.515,0.0612,0.0379,0.0,292507.0,30.0,1979
104,0.5539999999999999,0.855,0.895,142.77,-6.506,0.0,2.0,8.190000000000001e-05,0.807,0.0486,0.0368,0.0,266360.0,29.0,1979
105,0.65,0.912,0.94,142.747,-5.257000000000001,0.0,7.0,0.00048499999999999997,0.395,0.13,0.0277,0.0,254973.0,30.0,1979
106,0.715,0.905,0.9690000000000001,119.944,-6.124,1.0,2.0,0.125,0.67,0.0723,0.0358,0.0,290200.0,27.0,1979
107,0.631,0.9840000000000001,0.41700000000000004,134.659,-6.226,0.0,4.0,0.17600000000000002,0.6809999999999999,0.382,0.0711,0.0,244160.0,26.0,1979
108,0.603,0.722,0.522,134.668,-9.055,1.0,0.0,0.00823,0.8340000000000001,0.166,0.0347,0.0,377173.0,41.0,1979
109,0.552,0.905,0.912,142.77700000000002,-4.754,0.0,2.0,6.01e-05,0.8190000000000001,0.0641,0.0397,0.0,267800.0,42.0,1979
110,0.595,0.723,0.672,116.11200000000001,-4.495,0.0,5.0,0.00101,0.345,0.153,0.0302,0.0,216880.0,37.0,1979
111,0.765,0.845,0.652,98.98,-6.8020000000000005,0.0,4.0,0.185,8.840000000000001e-05,0.312,0.04,0.0,320667.0,29.0,1980
112,0.314,0.35200000000000004,0.083,137.94899999999998,-12.652999999999999,1.0,2.0,0.8270000000000001,0.326,0.09300000000000001,0.0317,0.0,1192173.0,27.0,1980
113,0.7170000000000001,0.904,0.643,120.322,-7.104,1.0,1.0,0.0193,0.10300000000000001,0.25,0.0379,0.0,275960.0,33.0,1980
114,0.757,0.297,0.925,97.176,-19.025,1.0,10.0,0.91,0.9540000000000001,0.08900000000000001,0.0315,0.0,184000.0,24.0,1981
115,0.713,0.622,0.516,124.693,-11.466,0.0,5.0,0.802,0.845,0.0944,0.0299,0.0,439440.0,41.0,1981
116,0.857,0.45899999999999996,0.9640000000000001,135.863,-13.375,1.0,8.0,0.628,0.726,0.10400000000000001,0.0518,0.0,296800.0,39.0,1981
117,0.799,0.5529999999999999,0.354,129.247,-14.286,1.0,7.0,0.299,0.184,0.369,0.065,0.0,200333.0,35.0,1981
118,0.513,0.818,0.775,129.075,-11.357999999999999,0.0,4.0,0.691,0.0581,0.332,0.0965,0.0,204667.0,31.0,1981
119,0.9309999999999999,0.342,0.8290000000000001,129.483,-12.472000000000001,0.0,2.0,0.81,0.8540000000000001,0.145,0.0613,0.0,306200.0,31.0,1981
120,0.789,0.653,0.951,120.74700000000001,-10.073,1.0,8.0,0.57,0.774,0.0653,0.0742,0.0,256467.0,29.0,1981
121,0.545,0.607,0.304,120.65799999999999,-11.318,1.0,1.0,0.192,0.887,0.19,0.0566,0.0,380920.0,29.0,1981
122,0.669,0.642,0.93,126.309,-10.72,0.0,9.0,0.00214,0.7120000000000001,0.10099999999999999,0.0381,0.0,546347.0,37.0,1981
123,0.16899999999999998,0.124,0.0429,76.316,-23.146,1.0,2.0,0.7070000000000001,0.17300000000000001,0.418,0.0532,0.0,1241267.0,31.0,1981
124,0.15,0.102,0.039,63.494,-18.535999999999998,1.0,2.0,0.695,0.0111,0.0886,0.0343,0.0,320373.0,28.0,1981
125,0.0811,0.18899999999999997,0.048,173.79,-17.363,1.0,1.0,0.55,0.0351,0.0837,0.036000000000000004,0.0,258333.0,26.0,1981
126,0.446,0.27699999999999997,0.0706,135.925,-19.578,1.0,1.0,0.000212,0.7859999999999999,0.14800000000000002,0.0322,0.0,209067.0,54.0,1981
127,0.486,0.312,0.11,135.988,-16.772000000000002,1.0,1.0,0.20600000000000002,0.7340000000000001,0.0854,0.0317,0.0,213893.0,40.0,1981
128,0.239,0.0196,0.0326,72.839,-27.546999999999997,1.0,9.0,0.8690000000000001,0.7609999999999999,0.0723,0.0442,0.0,200467.0,43.0,1981
129,0.653,0.6829999999999999,0.8029999999999999,119.165,-7.765,1.0,0.0,0.20800000000000002,0.331,0.138,0.0335,0.0,272840.0,28.0,1981
130,0.565,0.589,0.289,178.58,-14.315999999999999,1.0,6.0,0.6559999999999999,0.902,0.10800000000000001,0.0447,0.0,578760.0,31.0,1983
131,0.862,0.639,0.469,111.839,-14.937999999999999,0.0,10.0,0.376,0.0702,0.162,0.0917,0.0,318680.0,36.0,1983
132,0.8220000000000001,0.7020000000000001,0.792,115.777,-13.507,1.0,1.0,0.015,0.555,0.115,0.0898,0.0,336173.0,39.0,1983
133,0.768,0.7809999999999999,0.515,125.23899999999999,-6.082999999999999,1.0,0.0,0.151,0.0303,0.138,0.0387,0.0,337080.0,36.0,1983
134,0.504,0.523,0.32899999999999996,104.845,-14.206,1.0,5.0,0.0747,0.467,0.191,0.0297,0.0,445613.0,36.0,1983
135,0.109,0.0489,0.0367,66.937,-28.219,1.0,7.0,0.9470000000000001,0.887,0.28300000000000003,0.039,0.0,352387.0,31.0,1983
136,0.784,0.765,0.521,104.635,-6.292000000000001,1.0,0.0,0.335,0.0104,0.115,0.0272,0.0,316293.0,27.0,1983
137,0.623,0.953,0.7959999999999999,142.429,-4.6739999999999995,1.0,7.0,0.335,6.65e-06,0.33399999999999996,0.0486,0.0,248907.0,34.0,1983
138,0.7909999999999999,0.835,0.8420000000000001,116.928,-8.669,0.0,4.0,0.0379,0.242,0.0528,0.0519,0.0,407067.0,33.0,1985
139,0.698,0.7979999999999999,0.428,112.84299999999999,-7.7589999999999995,0.0,9.0,0.0032700000000000003,0.0617,0.21,0.0453,0.0,221090.0,39.0,1985
140,0.75,0.885,0.7340000000000001,127.96799999999999,-8.141,1.0,9.0,0.0244,0.6829999999999999,0.136,0.0383,0.0,259546.0,34.0,1985
141,0.748,0.907,0.769,132.61,-7.843999999999999,1.0,6.0,0.0038,0.812,0.040999999999999995,0.0611,0.0,185043.0,55.0,1985
142,0.503,0.17600000000000002,0.0623,105.338,-11.290999999999999,0.0,1.0,0.929,0.9129999999999999,0.0981,0.0271,0.0,418377.0,37.0,1986
143,0.545,0.48700000000000004,0.263,91.04299999999999,-11.874,0.0,8.0,0.9159999999999999,0.8109999999999999,0.0966,0.034,0.0,235400.0,31.0,1986
144,0.436,0.359,0.162,164.025,-14.491,0.0,1.0,0.937,0.508,0.146,0.0298,0.0,268500.0,29.0,1986
145,0.664,0.727,0.35100000000000003,115.904,-12.901,1.0,11.0,0.007659999999999999,8.13e-06,0.179,0.0883,0.0,300813.0,32.0,1986
146,0.805,0.8959999999999999,0.16,108.13600000000001,-8.892999999999999,1.0,1.0,0.0421,0.81,0.0591,0.0605,0.0,179080.0,28.0,1986
147,0.772,0.98,0.642,127.36399999999999,-5.522,1.0,3.0,0.0298,0.528,0.245,0.0508,0.0,230200.0,27.0,1986
148,0.8079999999999999,0.907,0.5589999999999999,108.162,-9.496,0.0,1.0,0.0852,0.737,0.32899999999999996,0.0608,0.0,461600.0,26.0,1986
149,0.7909999999999999,0.9159999999999999,0.389,108.18299999999999,-11.753,0.0,11.0,0.0039299999999999995,0.43,0.172,0.138,0.0,344480.0,24.0,1986
150,0.879,0.833,0.789,130.15200000000002,-8.376,0.0,4.0,0.0384,0.007209999999999999,0.293,0.0627,0.0,411400.0,21.0,1986
151,0.622,0.988,0.23800000000000002,132.54399999999998,-2.735,0.0,9.0,6.57e-05,0.0578,0.654,0.195,0.0,444507.0,32.0,1986
152,0.777,0.708,0.851,111.758,-9.575,1.0,11.0,0.0533,0.23399999999999999,0.617,0.0446,0.0,386465.0,44.0,1987
153,0.7829999999999999,0.5589999999999999,0.5329999999999999,113.051,-16.384,1.0,7.0,0.0131,0.937,0.0627,0.0645,0.0,308360.0,33.0,1987
154,0.765,0.5920000000000001,0.508,113.23200000000001,-15.658,1.0,7.0,0.0010199999999999999,0.583,0.0487,0.0652,0.0,389067.0,48.0,1987
155,0.405,0.0194,0.359,132.257,-24.86,0.0,0.0,0.98,3.54e-05,0.0916,0.0494,0.0,123893.0,29.0,1987
156,0.436,0.212,0.39,133.715,-21.224,1.0,5.0,0.9209999999999999,7.87e-05,0.76,0.0792,0.0,136107.0,28.0,1987
157,0.6829999999999999,0.789,0.657,119.50399999999999,-9.033999999999999,1.0,2.0,0.03,0.0105,0.0724,0.0602,0.0,267107.0,46.0,1988
158,0.628,0.66,0.43700000000000006,144.635,-12.262,1.0,2.0,0.009940000000000001,0.51,0.39799999999999996,0.0437,0.0,367453.0,44.0,1988
159,0.536,0.657,0.531,128.257,-16.085,1.0,8.0,0.00613,0.33899999999999997,0.0863,0.0481,0.0,341307.0,45.0,1989
160,0.674,0.838,0.868,118.764,-7.166,0.0,9.0,0.0143,0.82,0.0701,0.0352,0.0,396053.0,44.0,1989
161,0.716,0.7829999999999999,0.9520000000000001,121.306,-12.876,0.0,4.0,0.172,0.0346,0.0327,0.0496,0.0,244773.0,57.0,1989
162,0.677,0.935,0.965,120.11,-11.55,0.0,3.0,0.0787,0.376,0.0787,0.0514,0.0,206160.0,52.0,1989
163,0.688,0.6659999999999999,0.727,134.389,-11.945,1.0,10.0,0.34,0.0,0.0593,0.032,0.0,261688.0,49.0,1989
164,0.654,0.605,0.708,112.177,-10.795,1.0,11.0,0.212,0.925,0.0931,0.0494,0.0,353802.0,33.0,1989
165,0.767,0.6859999999999999,0.565,114.07,-10.475999999999999,1.0,7.0,0.0681,0.91,0.111,0.0461,0.0,430576.0,46.0,1989
166,0.8240000000000001,0.835,0.72,123.944,-11.227,1.0,7.0,0.00245,0.131,0.0881,0.0902,0.0,326987.0,40.0,1989
167,0.885,0.8440000000000001,0.715,124.602,-9.225,0.0,10.0,0.0147,4.49e-06,0.0494,0.0733,0.0,320307.0,62.0,1989
168,0.79,0.727,0.67,123.958,-11.84,0.0,6.0,0.00418,0.000162,0.0628,0.105,0.0,337093.0,56.0,1989
169,0.7959999999999999,0.867,0.971,120.682,-9.543,1.0,10.0,0.0303,2.82e-06,0.134,0.0309,0.0,319373.0,43.0,1989
170,0.845,0.591,0.765,115.139,-14.87,1.0,9.0,0.13699999999999998,0.65,0.129,0.0627,0.0,196827.0,37.0,1990
171,0.713,0.664,0.49,98.102,-9.095,0.0,7.0,0.00692,0.0018399999999999998,0.163,0.046,0.0,312987.0,50.0,1990
172,0.706,0.88,0.9470000000000001,120.126,-7.063,1.0,0.0,0.0787,0.00795,0.0501,0.0576,0.0,273059.0,41.0,1990
173,0.7120000000000001,0.785,0.975,117.64299999999999,-6.417999999999999,0.0,5.0,0.0036299999999999995,6.95e-06,0.0878,0.0386,0.0,247002.0,55.0,1990
174,0.875,0.862,0.915,118.398,-7.694,0.0,6.0,0.0116,0.000281,0.0658,0.062,0.0,298691.0,54.0,1990
175,0.654,0.8140000000000001,0.8370000000000001,118.774,-7.519,0.0,9.0,0.006379999999999999,0.47700000000000004,0.073,0.0326,0.0,272147.0,63.0,1990
176,0.711,0.72,0.966,117.54899999999999,-7.942,0.0,5.0,0.00156,2.8600000000000004e-05,0.0585,0.0401,0.0,320374.0,40.0,1990
177,0.802,0.642,0.32299999999999995,125.27600000000001,-12.995999999999999,0.0,11.0,0.00023500000000000002,0.8320000000000001,0.46,0.0627,0.0,294533.0,42.0,1990
178,0.204,0.23600000000000002,0.10099999999999999,108.852,-27.945999999999998,1.0,0.0,0.9079999999999999,0.905,0.10800000000000001,0.053,0.0,101067.0,40.0,1990
179,0.611,0.429,0.469,95.008,-15.362,1.0,7.0,0.128,0.46799999999999997,0.031,0.0365,0.0,703133.0,56.0,1990
180,0.556,0.762,0.332,109.995,-14.145,0.0,11.0,0.0225,0.61,0.36200000000000004,0.0478,0.0,301333.0,53.0,1990
181,0.6709999999999999,0.299,0.511,96.99700000000001,-15.59,1.0,0.0,0.317,0.00101,0.064,0.0228,0.0,269373.0,49.0,1990
182,0.192,0.0534,0.0345,108.603,-29.643,0.0,4.0,0.922,0.0539,0.36700000000000005,0.0378,0.0,141456.0,47.0,1990
183,0.33899999999999997,0.35600000000000004,0.207,84.811,-17.53,0.0,5.0,0.0217,0.755,0.37200000000000005,0.040999999999999995,0.0,636267.0,46.0,1990
184,0.611,0.563,0.359,103.00200000000001,-15.335999999999999,1.0,2.0,0.0062,0.746,0.5660000000000001,0.0425,0.0,262667.0,46.0,1990
185,0.726,0.919,0.332,120.95200000000001,-13.835999999999999,1.0,8.0,0.000143,0.7090000000000001,0.0795,0.045,0.0,194760.0,49.0,1990
186,0.64,0.983,0.823,121.41,-9.415,0.0,4.0,0.00716,6.97e-05,0.07200000000000001,0.0553,0.0,206400.0,31.0,1990
