artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Jean-Jacques Perrey'],[189641],0.594,0.856,0.942,136.084,-12.901,1,7,0.432,0.839,0.172,0.0402,0,129000,25,1970,1970,Gossipo Perpetuo
['Popol Vuh'],[853926],0.214,0.19,0.0744,93.864,-16.801,1,8,0.972,0.787,0.14,0.0397,0,286053,31,1970,1970,Ah!
['Popol Vuh'],[853926],0.25,0.244,0.065,109.691,-14.739,0,7,0.985,0.744,0.0941,0.0337,0,323360,30,1970,1970,Kyrie
['Neu!'],[387815],0.377,0.657,0.527,110.102,-11.592,1,2,0.0183,0.871,0.327,0.0339,0,587333,23,1972,1972,Negativland
['Neu!'],[387815],0.619,0.78,0.771,152.581,-14.023,1,9,0.117,0.831,0.0693,0.0349,0,607427,32,1972,1972,Hallogallo
['Neu!'],[387815],0.618,0.778,0.77,152.599,-14.077,1,9,0.116,0.846,0.0723,0.0346,0,607427,37,1972,1972,Hallogallo
['Neu!'],[387815],0.548,0.951,0.159,144.036,-11.642,1,4,0.000317,0.692,0.179,0.0363,0,677493,21,1973,1973,F眉r Immer (Forever)
['Vangelis'],[840000],0.208,0.153,0.0385,89.653,-19.343,0,6,0.947,0.778,0.1,0.033,0,354907,50,1973,1/1/1973,La ****** fille de la mer - Remastered
['Cluster'],[129430],0.844,0.326,0.509,130.28,-17.932,1,1,0.155,0.893,0.105,0.0413,0,285933,31,1974,1/1/1974,Hollywood
['Cluster'],[129430],0.876,0.492,0.907,135.73,-17.263,0,10,0.429,0.887,0.576,0.0669,0,189040,35,1974,1/1/1974,Caramel
['Kraftwerk'],[104714],0.294,0.284,0.37,68.233,-24.113,0,4,0.878,0.0561,0.0753,0.15,0,242613,33,1974,1974,***************** - **** Remaster
['Kraftwerk'],[104714],0.39,0.145,0.0644,107.783,-17.535,1,2,0.413,0.271,0.351,0.0469,0,225920,32,1974,1974,Mitternacht - **** Remaster
['Kraftwerk'],[104714],0.333,0.497,0.113,81.681,-15.606,1,2,0.105,0.872,0.129,0.0366,0,1367093,52,1974,1974,******** - **** Remaster
['Kraftwerk'],[104714],0.392,0.524,0.291,134.404,-13.697,1,0,0.00014,0.106,0.116,0.0331,0,331147,35,1974,1974,Kometenmelodie * - **** Remaster
['Kraftwerk'],[104714],0.236,0.192,0.0343,69.72,-18.919,1,0,0.151,0.856,0.0618,0.0409,0,401987,34,1974,1974,Kometenmelodie * - **** Remaster
['Popol Vuh'],[853926],0.41,0.321,0.0748,124.894,-12.647,1,2,0.149,0.918,0.111,0.0349,0,177387,38,1974,1/1/1974,Morgengru脽
['Tangerine Dream'],[2411],0.109,0.0157,0.0381,91.75,-28.469,0,2,0.996,0.993,0.0778,0.0397,0,141476,31,1974,2/20/1974,Sequent 'C' - Remastered ****
['Tangerine Dream'],[2411],0.102,0.535,0.0739,84.084,-16.7,1,7,0.845,0.933,0.22,0.0976,0,584129,30,1974,2/20/1974,Mysterious Semblance At The Strand Of ********** - Remastered ****
['Tangerine Dream'],[2411],0.275,0.381,0.0648,148.955,-18.374,0,2,0.87,0.932,0.0865,0.042,0,1059351,38,1974,2/20/1974,Phaedra - Remastered ****
['Tangerine Dream'],[2411],0.285,0.422,0.515,122.497,-19.403,0,0,0.94,0.861,0.295,0.215,0,477323,33,1974,2/20/1974,Movements Of A Visionary - Remastered ****
['Kraftwerk'],[104714],0.378,0.214,0.121,114.409,-16.044,1,8,0.67,0.794,0.113,0.031,0,340333,36,1975,1975,Ohm Sweet Ohm - **** Remaster
['Kraftwerk'],[104714],0.359,0.427,0.0594,77.484,-12.101,1,2,0.438,0.375,0.196,0.031,0,351067,37,1975,1975,Radioland - **** Remaster
['Kraftwerk'],[104714],0.202,0.88,0.649,80,-10.887,1,8,0.0351,0.922,0.198,0.151,0,280320,36,1975,1975,Airwaves - **** Remaster
['Kraftwerk'],[104714],0.515,0.335,0.0623,210.131,-27.063,0,10,0.0253,0.401,0.0787,0.136,0,67640,35,1975,1975,Geiger Counter - **** Remaster
['Kraftwerk'],[104714],0.645,0.536,0.504,144.766,-12.314,1,7,0.214,0.435,0.226,0.0374,0,222147,35,1975,1975,Antenna - **** Remaster
['Kraftwerk'],[104714],0.331,0.273,0.035,90.906,-14.131,0,1,0.987,0.124,0.192,0.0365,0,87147,30,1975,1975,Uranium - **** Remaster
['Kraftwerk'],[104714],0.54,0.273,0.625,105.462,-17.38,1,1,0.359,0.885,0.195,0.377,0,77160,29,1975,1975,News - **** Remaster
['Kraftwerk'],[104714],0.225,0.139,0,62.906,-17.387,0,5,0.971,0.68,0.26,0.136,0,39147,29,1975,1975,Intermission - **** Remaster
['Kraftwerk'],[104714],0.694,0.433,0.0863,67.506,-17.071,0,10,0.571,0,0.349,0.353,0,54827,29,1975,1975,The Voice of Energy - **** Remaster
['Kraftwerk'],[104714],0.506,0.335,0.073,110.077,-12.673,1,1,0.988,0.915,0.331,0.0365,0,134107,29,1975,1975,Transistor - **** Remaster
['Kraftwerk'],[104714],0.374,0.312,0.15,119.396,-15.073,1,6,0.000564,0,0.384,0.0547,0,213520,29,1975,1975,Radio Stars - **** Remaster
['Kraftwerk'],[104714],0.583,0.666,0.11,121.709,-11.702,0,9,0.0917,0.993,0.281,0.0307,0,401253,50,1975,1975,Radioactivity - **** Remaster
['Neu!'],[387815],0.602,0.254,0.0902,82.882,-15.397,1,8,0.267,0.812,0.134,0.0259,0,414227,26,1975,1975,Seeland
['Neu!'],[387815],0.541,0.932,0.273,141.543,-12.044,1,0,0.0464,0.888,0.0973,0.0358,0,306600,32,1975,1975,Isi
['Neu!'],[387815],0.451,0.979,0.187,149.521,-9.568,0,11,0.000123,0.684,0.113,0.0561,0,431760,28,1975,1975,Hero
['Tangerine Dream'],[2411],0.251,0.348,0.0361,130.186,-20.339,0,10,0.843,0.917,0.196,0.0534,0,1037451,30,1975,3/21/1975,Rubycon - Pt. * / Remastered ****
['Vangelis'],[840000],0.111,0.108,0.0451,93.489,-15.753,1,2,0.808,0.974,0.0857,0.043,0,243933,30,1975,1975,"Theme from the TV Series ""Cosmos"" (Heaven and ****, 3rd Movement)"
['Cluster'],[129430],0.331,0.451,0.382,208.663,-13.752,1,0,0.452,0.963,0.116,0.0328,0,491400,37,1976,1976,Sowiesoso
['Tangerine Dream'],[2411],0.456,0.335,0.251,177.1,-14.083,0,4,0.918,0.872,0.217,0.0344,0,635745,31,1976,10/1/1976,Stratosfear
['Vangelis'],[840000],0.556,0.284,0.087,84.202,-16.047,1,9,0.149,0.808,0.297,0.0288,0,344293,44,1976,1976,Alpha
['Vangelis'],[840000],0.348,0.41,0.211,123.555,-19.344,1,3,0.464,0.879,0.321,0.042,0,345093,37,1976,1976,Pulstar - Audio
['Cluster'],[129430],0.62,0.231,0.053,104.853,-23.873,1,11,0.961,0.911,0.0741,0.0486,0,185720,33,1977,1977,Sch枚ne H盲nde
['Cluster'],[129430],0.226,0.0779,0.0472,68.602,-23.638,0,9,0.975,0.842,0.0828,0.0394,0,304307,30,1977,1977,Wehrmut
['Cluster'],[129430],0.228,0.116,0.0353,136.958,-21.123,1,11,0.721,0.921,0.107,0.0373,0,206600,25,1977,1977,F眉r Luise
['Cluster'],[129430],0.468,0.175,0.06,113.8,-17.294,1,2,0.97,0.864,0.058,0.0344,0,311600,42,1977,1977,Ho Renomo
['Kraftwerk'],[104714],0.91,0.954,0.926,125.119,-6.75,0,0,0.269,0.449,0.0948,0.0598,0,375320,37,1977,1977,Showroom Dummies - **** Remaster
['Kraftwerk'],[104714],0.814,0.718,0.592,107.236,-11.228,0,10,0.00615,0.933,0.104,0.0852,0,131693,36,1977,1977,Metal on Metal - **** Remaster
['Kraftwerk'],[104714],0.741,0.207,0.688,111.386,-17.144,1,7,0.897,0.497,0.0809,0.106,0,55333,32,1977,1977,Endless Endless - **** Remaster
['Kraftwerk'],[104714],0.878,0.611,0.718,107.65,-12.221,1,1,0.0559,0.838,0.0527,0.118,0,397373,44,1977,1977,Trans-Europe Express - **** Remaster
['Kraftwerk'],[104714],0.77,0.464,0.419,110.387,-11.391,1,11,0.0408,0.649,0.199,0.0571,0,581027,41,1977,1977,Europe Endless - **** Remaster
['Kraftwerk'],[104714],0.514,0.73,0.562,189.248,-12.223,1,4,0.499,0.502,0.314,0.0674,0,476493,38,1977,1977,The Hall of Mirrors - **** Remaster
['Kraftwerk'],[104714],0.815,0.626,0.594,107.448,-11.168,1,1,0.217,0.817,0.691,0.0469,0,293707,38,1977,1977,Abzug - **** Remaster
['Kraftwerk'],[104714],0.551,0.297,0.641,111.852,-15.397,1,2,0.928,0.85,0.118,0.039,0,266253,38,1977,1977,Franz Schubert - **** Remaster
['R枚yksopp'],[293969],0.341,0.931,0.0319,120.004,-6.594,0,7,0.000148,0.764,0.063,0.0389,0,492085,33,1977,1977,Bounty Hunters
['Vangelis'],[840000],0.305,0.234,0.078,82.453,-18.255,1,1,0.752,0.929,0.132,0.0259,0,546107,41,1977,1977,To the Unknown Man
['Various Artists'],[258947],0.0946,0.0031,0.0297,88.453,-35.008,1,3,0.985,0.646,0.0787,0.0423,0,233800,28,1977,1977,Honshirabe
['Kraftwerk'],[104714],0.708,0.683,0.463,123.602,-7.768,0,4,0.00122,0.643,0.121,0.0344,0,220533,60,1978,1978,The Model - **** Remaster
['Kraftwerk'],[104714],0.806,0.765,0.353,115.023,-9.665,0,2,0.0236,0.617,0.148,0.0583,0,372760,52,1978,1978,The Robots - **** Remaster
['Kraftwerk'],[104714],0.527,0.751,0.135,123.491,-8.764,1,8,0.0412,0.798,0.644,0.0361,0,357107,45,1978,1978,******** - **** Remaster
['Kraftwerk'],[104714],0.71,0.978,0.661,104.753,-9.017,1,4,0.0551,0.9,0.272,0.0382,0,532533,44,1978,1978,Neon Lights - **** Remaster
['Kraftwerk'],[104714],0.564,0.795,0.49,122.719,-9.391,0,5,0.00118,0.781,0.137,0.0311,0,361107,42,1978,1978,Metropolis - **** Remaster
['Kraftwerk'],[104714],0.49,0.774,0.808,89.371,-10.854,1,1,0.0419,0.708,0.175,0.0573,0,332333,40,1978,1978,The Man Machine - **** Remaster
['Ryuichi Sakamoto'],[587608],0.588,0.676,0.468,102.658,-10.768,1,8,0.444,0.249,0.639,0.061,0,574160,34,1978,1978,THOUSAND KNIVES
['Yellow Magic Orchestra'],[683750],0.632,0.742,0.867,119.268,-7.244,1,0,0.329,0.251,0.161,0.0316,0,273973,25,1978,1978,Cue - **** Yoshinori Sunahara Remastering
['Yellow Magic Orchestra'],[683750],0.668,0.697,0.711,135.37,-8.627,1,0,0.00782,0.935,0.101,0.0318,0,375373,25,1978,1978,Tong Poo - **** Bob Ludwig Remastering
['Cluster'],[129430],0.538,0.169,0.0932,92.97,-17.556,1,7,0.898,0.937,0.386,0.0367,0,287827,28,1979,1979,Avanti
['Tangerine Dream'],[2411],0.148,0.581,0.0932,80.513,-10.536,0,9,0.603,0.583,0.342,0.0479,0,1100211,29,1979,2/1/1979,Force Majeure
['Tangerine Dream'],[2411],0.387,0.564,0.0489,138.024,-11.253,0,4,0.111,0.841,0.0791,0.0376,0,448596,42,1979,2/1/1979,Cloudburst Flight
['The Flying Lizards'],[57636],0.858,0.937,0.539,130.117,-11.667,1,5,0.0342,0.142,0.612,0.163,0,338187,36,1979,1979,Money
['Vangelis'],[840000],0.326,0.162,0.0682,145.84,-16.843,1,1,0.72,0.777,0.0982,0.0431,0,300773,38,1979,1/1/1979,L'enfant - Remastered
['Vangelis'],[840000],0.303,0.0465,0.0386,74.933,-17.253,1,5,0.985,0.757,0.167,0.0363,0,165813,32,1979,1/1/1979,The Tao Of Love - Remastered
['Vangelis'],[840000],0.233,0.235,0.0389,132.61,-20.332,1,9,0.911,0.918,0.101,0.0457,0,751653,29,1979,1/1/1979,R锚ve - Remastered
['Vangelis'],[840000],0.208,0.253,0.121,68.92,-13.175,1,2,0.322,0.571,0.261,0.033,0,164133,44,1979,1/1/1979,Hymne - Remastered
['Yellow Magic Orchestra'],[683750],0.511,0.81,0.683,99.09,-8.547,0,9,0.287,0.0859,0.373,0.236,0,387200,31,1979,7/25/1979,Simoon
['Yellow Magic Orchestra'],[683750],0.615,0.936,0.725,125.562,-8.513,1,5,0.0992,0.695,0.0828,0.036,0,219093,32,1979,1979,Light in Darkness
['Yellow Magic Orchestra'],[683750],0.724,0.688,0.527,154.193,-6.573,1,7,0.00122,0.314,0.0764,0.0488,0,160933,31,1979,9/25/1979,Day Tripper
['Yellow Magic Orchestra'],[683750],0.707,0.964,0.971,119.938,-2.046,1,2,0.167,0.515,0.0612,0.0379,0,292507,30,1979,1979,Firecracker
['Yellow Magic Orchestra'],[683750],0.554,0.855,0.895,142.77,-6.506,0,2,8.19E-05,0.807,0.0486,0.0368,0,266360,29,1979,9/25/1979,Rydeen
['Yellow Magic Orchestra'],[683750],0.65,0.912,0.94,142.747,-5.257,0,7,0.000485,0.395,0.13,0.0277,0,254973,30,1979,1979,Technopolis - **** Bob Ludwig Remastering
['Yellow Magic Orchestra'],[683750],0.715,0.905,0.969,119.944,-6.124,1,2,0.125,0.67,0.0723,0.0358,0,290200,27,1979,7/25/1979,Firecracker
['Yellow Magic Orchestra'],[683750],0.631,0.984,0.417,134.659,-6.226,0,4,0.176,0.681,0.382,0.0711,0,244160,26,1979,7/25/1979,Mad Pierrot
['Yellow Magic Orchestra'],[683750],0.603,0.722,0.522,134.668,-9.055,1,0,0.00823,0.834,0.166,0.0347,0,377173,41,1979,7/25/1979,Yellow Magic (Tong Poo)
['Yellow Magic Orchestra'],[683750],0.552,0.905,0.912,142.777,-4.754,0,2,6.01E-05,0.819,0.0641,0.0397,0,267800,42,1979,1979,Rydeen
['Yellow Magic Orchestra'],[683750],0.595,0.723,0.672,116.112,-4.495,0,5,0.00101,0.345,0.153,0.0302,0,216880,37,1979,1979,Behind the Mask
['Ruby'],[853254],0.765,0.845,0.652,98.98,-6.802,0,4,0.185,8.84E-05,0.312,0.04,0,320667,29,1980,2/25/1980,Kedah Leeh Beidary
['Tangerine Dream'],[2411],0.314,0.352,0.083,137.949,-12.653,1,2,0.827,0.326,0.093,0.0317,0,1192173,27,1980,5/1/1980,Tangram (Set ** - **** Remaster
['Yello'],[683795],0.717,0.904,0.643,120.322,-7.104,1,1,0.0193,0.103,0.25,0.0379,0,275960,33,1980,1/1/1980,Bostich (N'Est-Ce Pas) - Remastered ****
['Cluster'],[129430],0.757,0.297,0.925,97.176,-19.025,1,10,0.91,0.954,0.089,0.0315,0,184000,24,1981,1981,Oh Odessa
['Kraftwerk'],[104714],0.713,0.622,0.516,124.693,-11.466,0,5,0.802,0.845,0.0944,0.0299,0,439440,41,1981,1981,Computer Love - **** Remaster
['Kraftwerk'],[104714],0.857,0.459,0.964,135.863,-13.375,1,8,0.628,0.726,0.104,0.0518,0,296800,39,1981,1981,Pocket Calculator - **** Remaster
['Kraftwerk'],[104714],0.799,0.553,0.354,129.247,-14.286,1,7,0.299,0.184,0.369,0.065,0,200333,35,1981,1981,Numbers - **** Remaster
['Kraftwerk'],[104714],0.513,0.818,0.775,129.075,-11.358,0,4,0.691,0.0581,0.332,0.0965,0,204667,31,1981,1981,Computer World * - **** Remaster
['Kraftwerk'],[104714],0.931,0.342,0.829,129.483,-12.472,0,2,0.81,0.854,0.145,0.0613,0,306200,31,1981,1981,Computer World - **** Remaster
['Kraftwerk'],[104714],0.789,0.653,0.951,120.747,-10.073,1,8,0.57,0.774,0.0653,0.0742,0,256467,29,1981,1981,It's More Fun to Compute - **** Remaster
['Kraftwerk'],[104714],0.545,0.607,0.304,120.658,-11.318,1,1,0.192,0.887,0.19,0.0566,0,380920,29,1981,1981,Home Computer - **** Remaster
['Patrick Cowley'],[11970],0.669,0.642,0.93,126.309,-10.72,0,9,0.00214,0.712,0.101,0.0381,0,546347,37,1981,1981,Megatron Man
['Vangelis'],[840000],0.169,0.124,0.0429,76.316,-23.146,1,2,0.707,0.173,0.418,0.0532,0,1241267,31,1981,3/14/1981,Chariots Of Fire
['Vangelis'],[840000],0.15,0.102,0.039,63.494,-18.536,1,2,0.695,0.0111,0.0886,0.0343,0,320373,28,1981,3/14/1981,Five Circles
['Vangelis'],[840000],0.0811,0.189,0.048,173.79,-17.363,1,1,0.55,0.0351,0.0837,0.036,0,258333,26,1981,3/14/1981,Eric's Theme
['Vangelis'],[840000],0.446,0.277,0.0706,135.925,-19.578,1,1,0.000212,0.786,0.148,0.0322,0,209067,54,1981,1981,Chariots Of Fire
['Vangelis'],[840000],0.486,0.312,0.11,135.988,-16.772,1,1,0.206,0.734,0.0854,0.0317,0,213893,40,1981,3/14/1981,******
['Vangelis'],[840000],0.239,0.0196,0.0326,72.839,-27.547,1,9,0.869,0.761,0.0723,0.0442,0,200467,43,1981,3/14/1981,Abraham's Theme
['Yellow Magic Orchestra'],[683750],0.653,0.683,0.803,119.165,-7.765,1,0,0.208,0.331,0.138,0.0335,0,272840,28,1981,3/21/1981,Cue
['Edgar Froese'],[147638],0.565,0.589,0.289,178.58,-14.316,1,6,0.656,0.902,0.108,0.0447,0,578760,31,1983,1/1/1983,Specific Gravity Of Smile
['Man Parrish'],[566984],0.862,0.639,0.469,111.839,-14.938,0,10,0.376,0.0702,0.162,0.0917,0,318680,36,1983,1/1/1983,Boogie Down Bronx
['Man Parrish'],[566984],0.822,0.702,0.792,115.777,-13.507,1,1,0.015,0.555,0.115,0.0898,0,336173,39,1983,1/1/1983,Hip Hop Be Bop (Original Version)
['Patrick Cowley'],[11970],0.768,0.781,0.515,125.239,-6.083,1,0,0.151,0.0303,0.138,0.0387,0,337080,36,1983,1/1/1983,Menergy
['Vangelis'],[840000],0.504,0.523,0.329,104.845,-14.206,1,5,0.0747,0.467,0.191,0.0297,0,445613,36,1983,1/1/1983,Theme From Antarctica - Remastered
['Vangelis'],[840000],0.109,0.0489,0.0367,66.937,-28.219,1,7,0.947,0.887,0.283,0.039,0,352387,31,1983,1/1/1983,Antarctica Echoes - Remastered
['Yellow Magic Orchestra'],[683750],0.784,0.765,0.521,104.635,-6.292,1,0,0.335,0.0104,0.115,0.0272,0,316293,27,1983,12/14/1983,Perspective
['Yellow Magic Orchestra'],[683750],0.623,0.953,0.796,142.429,-4.674,1,7,0.335,6.65E-06,0.334,0.0486,0,248907,34,1983,5/24/1983,Kimini Mune Kyun -Uwaki Na Vacance
['Timmy Regisford'],[1536402],0.791,0.835,0.842,116.928,-8.669,0,4,0.0379,0.242,0.0528,0.0519,0,407067,33,1985,1/1/1985,I'm Not Gonna Let You - *** Extended Version
['Yello'],[683795],0.698,0.798,0.428,112.843,-7.759,0,9,0.00327,0.0617,0.21,0.0453,0,221090,39,1985,1/1/1985,Desire - Remastered ****
['Yello'],[683795],0.75,0.885,0.734,127.968,-8.141,1,9,0.0244,0.683,0.136,0.0383,0,259546,34,1985,1/1/1985,Vicious Games - Remastered ****
['Yello'],[683795],0.748,0.907,0.769,132.61,-7.844,1,6,0.0038,0.812,0.041,0.0611,0,185043,55,1985,1/1/1985,Oh Yeah - Remastered ****
['Gigi Masin'],[2518402],0.503,0.176,0.0623,105.338,-11.291,0,1,0.929,0.913,0.0981,0.0271,0,418377,37,1986,1986,Swallow's Tempest
['Gigi Masin'],[2518402],0.545,0.487,0.263,91.043,-11.874,0,8,0.916,0.811,0.0966,0.034,0,235400,31,1986,1986,Tears Of Clown
['Gigi Masin'],[2518402],0.436,0.359,0.162,164.025,-14.491,0,1,0.937,0.508,0.146,0.0298,0,268500,29,1986,1986,**** Me
['Hula'],[1518379],0.664,0.727,0.351,115.904,-12.901,1,11,0.00766,8.13E-06,0.179,0.0883,0,300813,32,1986,1986,Freeze Out - Radio Version
['Kraftwerk'],[104714],0.805,0.896,0.16,108.136,-8.893,1,1,0.0421,0.81,0.0591,0.0605,0,179080,28,1986,1986,Boing Boom Tschak - **** Remaster
['Kraftwerk'],[104714],0.772,0.98,0.642,127.364,-5.522,1,3,0.0298,0.528,0.245,0.0508,0,230200,27,1986,1986,The Telephone **** - **** Remaster
['Kraftwerk'],[104714],0.808,0.907,0.559,108.162,-9.496,0,1,0.0852,0.737,0.329,0.0608,0,461600,26,1986,1986,Techno Pop - **** Remaster
['Kraftwerk'],[104714],0.791,0.916,0.389,108.183,-11.753,0,11,0.00393,0.43,0.172,0.138,0,344480,24,1986,1986,Musique Non Stop - **** Remaster
['Kraftwerk'],[104714],0.879,0.833,0.789,130.152,-8.376,0,4,0.0384,0.00721,0.293,0.0627,0,411400,21,1986,1986,**** Object - **** Remaster
['People Like Us'],[251437],0.622,0.988,0.238,132.544,-2.735,0,9,6.57E-05,0.0578,0.654,0.195,0,444507,32,1986,1986,******** Lover - Remix
['Frankie Knuckles'],[793821],0.777,0.708,0.851,111.758,-9.575,1,11,0.0533,0.234,0.617,0.0446,0,386465,44,1987,1987,You Got the Love
['M/A/R/R/S'],[1608941],0.783,0.559,0.533,113.051,-16.384,1,7,0.0131,0.937,0.0627,0.0645,0,308360,33,1987,1987,Pump Up The Volume (UK *** Mix)
['M/A/R/R/S'],[1608941],0.765,0.592,0.508,113.232,-15.658,1,7,0.00102,0.583,0.0487,0.0652,0,389067,48,1987,1987,Pump Up The Volume (UK *** Remix)
['Various Artists'],[258947],0.405,0.0194,0.359,132.257,-24.86,0,0,0.98,3.54E-05,0.0916,0.0494,0,123893,29,1987,5/11/1987,Turning
['Various Artists'],[258947],0.436,0.212,0.39,133.715,-21.224,1,5,0.921,7.87E-05,0.76,0.0792,0,136107,28,1987,5/11/1987,*** Eats ***
['A Guy Called Gerald'],[919598],0.683,0.789,0.657,119.504,-9.034,1,2,0.03,0.0105,0.0724,0.0602,0,267107,46,1988,9/1/1988,Voodoo Ray
['Underworld'],[807949],0.628,0.66,0.437,144.635,-12.262,1,2,0.00994,0.51,0.398,0.0437,0,367453,44,1988,1988,Underneath the Radar
['808 State'],[921306],0.536,0.657,0.531,128.257,-16.085,1,8,0.00613,0.339,0.0863,0.0481,0,341307,45,1989,12/4/1989,Pacific ***
['Black Box'],[90124],0.674,0.838,0.868,118.764,-7.166,0,9,0.0143,0.82,0.0701,0.0352,0,396053,44,1989,8/28/1989,Ride on Time - ******* Mix
['Inner City'],[91122],0.716,0.783,0.952,121.306,-12.876,0,4,0.172,0.0346,0.0327,0.0496,0,244773,57,1989,1989,Good Life
['Inner City'],[91122],0.677,0.935,0.965,120.11,-11.55,0,3,0.0787,0.376,0.0787,0.0514,0,206160,52,1989,1989,Big Fun
['Marc Almond'],[570046],0.688,0.666,0.727,134.389,-11.945,1,10,0.34,0,0.0593,0.032,0,261688,49,1989,1/30/1989,Tears Run Rings
['Mr. Fingers'],[606043],0.654,0.605,0.708,112.177,-10.795,1,11,0.212,0.925,0.0931,0.0494,0,353802,33,1989,1/1/1989,Can You Feel It
['Mr. Fingers'],[606043],0.767,0.686,0.565,114.07,-10.476,1,7,0.0681,0.91,0.111,0.0461,0,430576,46,1989,1/1/1989,Mystery Of Love
