,id,direct_influence_num,indirect_influence_num,different_genre_num,max_year_period,influencer_active_start
75,502163.0,15.0,201.0,16.0,30.0,1970.0
76,502163.0,15.0,201.0,16.0,20.0,1970.0
77,502163.0,15.0,201.0,16.0,10.0,1970.0
78,502163.0,15.0,201.0,16.0,10.0,1970.0
79,502163.0,15.0,201.0,16.0,10.0,1970.0
80,502163.0,15.0,201.0,16.0,20.0,1970.0
81,501692.0,5.0,181.0,0.0,40.0,1960.0
82,501692.0,5.0,181.0,0.0,40.0,1960.0
83,501692.0,5.0,181.0,0.0,40.0,1960.0
84,501692.0,5.0,181.0,0.0,40.0,1960.0
85,501692.0,5.0,181.0,0.0,40.0,1960.0
86,902138.0,5.0,36.0,0.0,30.0,1970.0
87,902138.0,5.0,36.0,0.0,30.0,1970.0
88,902138.0,5.0,36.0,0.0,20.0,1970.0
89,902138.0,5.0,36.0,0.0,20.0,1970.0
90,902138.0,5.0,36.0,0.0,20.0,1970.0
91,923323.0,3.0,0.0,0.0,10.0,1990.0
92,923323.0,3.0,0.0,0.0,0.0,1990.0
93,923323.0,3.0,0.0,0.0,0.0,1990.0
94,919239.0,1.0,13.0,0.0,30.0,1980.0
95,919846.0,1.0,5.0,0.0,10.0,1980.0
96,573241.0,16.0,184.0,0.0,20.0,1980.0
97,573241.0,16.0,184.0,0.0,20.0,1980.0
98,573241.0,16.0,184.0,0.0,20.0,1980.0
99,573241.0,16.0,184.0,0.0,20.0,1980.0
100,573241.0,16.0,184.0,0.0,20.0,1980.0
101,573241.0,16.0,184.0,0.0,20.0,1980.0
102,573241.0,16.0,184.0,0.0,20.0,1980.0
103,573241.0,16.0,184.0,0.0,20.0,1980.0
104,573241.0,16.0,184.0,0.0,30.0,1980.0
105,573241.0,16.0,184.0,0.0,20.0,1980.0
106,573241.0,16.0,184.0,0.0,20.0,1980.0
107,573241.0,16.0,184.0,0.0,30.0,1980.0
108,573241.0,16.0,184.0,0.0,20.0,1980.0
109,573241.0,16.0,184.0,0.0,20.0,1980.0
110,573241.0,16.0,184.0,0.0,20.0,1980.0
111,573241.0,16.0,184.0,0.0,20.0,1980.0
112,921306.0,22.0,192.0,101.0,10.0,1980.0
113,921306.0,22.0,192.0,101.0,20.0,1980.0
114,921306.0,22.0,192.0,101.0,20.0,1980.0
115,921306.0,22.0,192.0,101.0,20.0,1980.0
116,921306.0,22.0,192.0,101.0,30.0,1980.0
117,921306.0,22.0,192.0,101.0,20.0,1980.0
118,921306.0,22.0,192.0,101.0,10.0,1980.0
119,921306.0,22.0,192.0,101.0,20.0,1980.0
120,921306.0,22.0,192.0,101.0,20.0,1980.0
121,921306.0,22.0,192.0,101.0,10.0,1980.0
122,921306.0,22.0,192.0,101.0,20.0,1980.0
123,921306.0,22.0,192.0,101.0,20.0,1980.0
124,921306.0,22.0,192.0,101.0,20.0,1980.0
125,921306.0,22.0,192.0,101.0,30.0,1980.0
126,921306.0,22.0,192.0,101.0,10.0,1980.0
127,921306.0,22.0,192.0,101.0,10.0,1980.0
128,921306.0,22.0,192.0,101.0,20.0,1980.0
129,921306.0,22.0,192.0,101.0,10.0,1980.0
130,921306.0,22.0,192.0,101.0,20.0,1980.0
131,921306.0,22.0,192.0,101.0,10.0,1980.0
132,921306.0,22.0,192.0,101.0,10.0,1980.0
133,921306.0,22.0,192.0,101.0,20.0,1980.0
134,918400.0,8.0,89.0,4.0,30.0,1970.0
135,918400.0,8.0,89.0,4.0,30.0,1970.0
136,918400.0,8.0,89.0,4.0,40.0,1970.0
137,918400.0,8.0,89.0,4.0,30.0,1970.0
138,918400.0,8.0,89.0,4.0,30.0,1970.0
139,918400.0,8.0,89.0,4.0,30.0,1970.0
140,918400.0,8.0,89.0,4.0,40.0,1970.0
141,918400.0,8.0,89.0,4.0,40.0,1970.0
142,567862.0,9.0,9.0,0.0,30.0,1980.0
143,567862.0,9.0,9.0,0.0,30.0,1980.0
144,567862.0,9.0,9.0,0.0,30.0,1980.0
145,567862.0,9.0,9.0,0.0,30.0,1980.0
146,567862.0,9.0,9.0,0.0,30.0,1980.0
147,567862.0,9.0,9.0,0.0,30.0,1980.0
148,567862.0,9.0,9.0,0.0,30.0,1980.0
149,567862.0,9.0,9.0,0.0,30.0,1980.0
150,567862.0,9.0,9.0,0.0,30.0,1980.0
151,919598.0,5.0,46.0,34.0,20.0,1980.0
152,919598.0,5.0,46.0,34.0,20.0,1980.0
153,919598.0,5.0,46.0,34.0,20.0,1980.0
154,919598.0,5.0,46.0,34.0,20.0,1980.0
155,919598.0,5.0,46.0,34.0,20.0,1980.0
156,479149.0,1.0,0.0,0.0,0.0,1990.0
157,2960510.0,1.0,0.0,0.0,0.0,1990.0
158,491996.0,1.0,29.0,29.0,50.0,1960.0
159,921542.0,4.0,9.0,9.0,20.0,1980.0
160,921542.0,4.0,9.0,9.0,20.0,1980.0
161,921542.0,4.0,9.0,9.0,0.0,1980.0
162,921542.0,4.0,9.0,9.0,0.0,1980.0
163,578999.0,27.0,92.0,54.0,20.0,1990.0
164,578999.0,27.0,92.0,54.0,20.0,1990.0
165,578999.0,27.0,92.0,54.0,20.0,1990.0
166,578999.0,27.0,92.0,54.0,20.0,1990.0
167,578999.0,27.0,92.0,54.0,20.0,1990.0
168,578999.0,27.0,92.0,54.0,20.0,1990.0
169,578999.0,27.0,92.0,54.0,20.0,1990.0
170,578999.0,27.0,92.0,54.0,20.0,1990.0
171,578999.0,27.0,92.0,54.0,20.0,1990.0
172,578999.0,27.0,92.0,54.0,20.0,1990.0
173,578999.0,27.0,92.0,54.0,20.0,1990.0
174,578999.0,27.0,92.0,54.0,20.0,1990.0
175,578999.0,27.0,92.0,54.0,20.0,1990.0
176,578999.0,27.0,92.0,54.0,20.0,1990.0
177,578999.0,27.0,92.0,54.0,20.0,1990.0
178,578999.0,27.0,92.0,54.0,20.0,1990.0
179,578999.0,27.0,92.0,54.0,20.0,1990.0
180,578999.0,27.0,92.0,54.0,20.0,1990.0
181,578999.0,27.0,92.0,54.0,20.0,1990.0
182,578999.0,27.0,92.0,54.0,20.0,1990.0
183,578999.0,27.0,92.0,54.0,20.0,1990.0
184,578999.0,27.0,92.0,54.0,0.0,1990.0
185,578999.0,27.0,92.0,54.0,0.0,1990.0
186,578999.0,27.0,92.0,54.0,0.0,1990.0
187,578999.0,27.0,92.0,54.0,20.0,1990.0
188,578999.0,27.0,92.0,54.0,0.0,1990.0
189,578999.0,27.0,92.0,54.0,0.0,1990.0
190,923745.0,1.0,0.0,0.0,0.0,1990.0
191,582253.0,6.0,42.0,16.0,30.0,1960.0
192,582253.0,6.0,42.0,16.0,30.0,1960.0
193,582253.0,6.0,42.0,16.0,30.0,1960.0
194,582253.0,6.0,42.0,16.0,0.0,1960.0
195,582253.0,6.0,42.0,16.0,30.0,1960.0
196,582253.0,6.0,42.0,16.0,0.0,1960.0
197,580058.0,6.0,12.0,0.0,20.0,1980.0
198,580058.0,6.0,12.0,0.0,30.0,1980.0
199,580058.0,6.0,12.0,0.0,20.0,1980.0
200,580058.0,6.0,12.0,0.0,20.0,1980.0
201,580058.0,6.0,12.0,0.0,30.0,1980.0
202,580058.0,6.0,12.0,0.0,20.0,1980.0
203,922728.0,26.0,221.0,8.0,40.0,1970.0
204,922728.0,26.0,221.0,8.0,40.0,1970.0
205,922728.0,26.0,221.0,8.0,40.0,1970.0
206,922728.0,26.0,221.0,8.0,40.0,1970.0
207,922728.0,26.0,221.0,8.0,40.0,1970.0
208,922728.0,26.0,221.0,8.0,40.0,1970.0
209,922728.0,26.0,221.0,8.0,40.0,1970.0
210,922728.0,26.0,221.0,8.0,40.0,1970.0
211,922728.0,26.0,221.0,8.0,40.0,1970.0
212,922728.0,26.0,221.0,8.0,40.0,1970.0
213,922728.0,26.0,221.0,8.0,40.0,1970.0
214,922728.0,26.0,221.0,8.0,40.0,1970.0
215,922728.0,26.0,221.0,8.0,40.0,1970.0
216,922728.0,26.0,221.0,8.0,40.0,1970.0
217,922728.0,26.0,221.0,8.0,40.0,1970.0
218,922728.0,26.0,221.0,8.0,40.0,1970.0
219,922728.0,26.0,221.0,8.0,40.0,1970.0
220,922728.0,26.0,221.0,8.0,40.0,1970.0
221,922728.0,26.0,221.0,8.0,40.0,1970.0
222,922728.0,26.0,221.0,8.0,40.0,1970.0
223,922728.0,26.0,221.0,8.0,40.0,1970.0
224,922728.0,26.0,221.0,8.0,40.0,1970.0
225,922728.0,26.0,221.0,8.0,40.0,1970.0
226,922728.0,26.0,221.0,8.0,40.0,1970.0
227,922728.0,26.0,221.0,8.0,40.0,1970.0
228,922728.0,26.0,221.0,8.0,0.0,1970.0
229,487535.0,7.0,73.0,64.0,50.0,1950.0
230,487535.0,7.0,73.0,64.0,50.0,1950.0
231,487535.0,7.0,73.0,64.0,50.0,1950.0
232,487535.0,7.0,73.0,64.0,50.0,1950.0
233,487535.0,7.0,73.0,64.0,50.0,1950.0
234,487535.0,7.0,73.0,64.0,50.0,1950.0
235,487535.0,7.0,73.0,64.0,60.0,1950.0
236,574597.0,13.0,108.0,5.0,30.0,1980.0
237,574597.0,13.0,108.0,5.0,30.0,1980.0
238,574597.0,13.0,108.0,5.0,30.0,1980.0
239,574597.0,13.0,108.0,5.0,30.0,1980.0
240,574597.0,13.0,108.0,5.0,30.0,1980.0
241,574597.0,13.0,108.0,5.0,30.0,1980.0
242,574597.0,13.0,108.0,5.0,30.0,1980.0
243,574597.0,13.0,108.0,5.0,30.0,1980.0
244,574597.0,13.0,108.0,5.0,30.0,1980.0
245,574597.0,13.0,108.0,5.0,30.0,1980.0
246,574597.0,13.0,108.0,5.0,30.0,1980.0
247,574597.0,13.0,108.0,5.0,30.0,1980.0
248,574597.0,13.0,108.0,5.0,30.0,1980.0
249,574772.0,65.0,753.0,0.0,30.0,1970.0
250,574772.0,65.0,753.0,0.0,30.0,1970.0
251,574772.0,65.0,753.0,0.0,30.0,1970.0
252,574772.0,65.0,753.0,0.0,30.0,1970.0
253,574772.0,65.0,753.0,0.0,30.0,1970.0
254,574772.0,65.0,753.0,0.0,30.0,1970.0
255,574772.0,65.0,753.0,0.0,40.0,1970.0
256,574772.0,65.0,753.0,0.0,30.0,1970.0
257,574772.0,65.0,753.0,0.0,30.0,1970.0
258,574772.0,65.0,753.0,0.0,30.0,1970.0
259,574772.0,65.0,753.0,0.0,30.0,1970.0
260,574772.0,65.0,753.0,0.0,30.0,1970.0
261,574772.0,65.0,753.0,0.0,30.0,1970.0
262,574772.0,65.0,753.0,0.0,30.0,1970.0
263,574772.0,65.0,753.0,0.0,40.0,1970.0
264,574772.0,65.0,753.0,0.0,30.0,1970.0
265,574772.0,65.0,753.0,0.0,30.0,1970.0
266,574772.0,65.0,753.0,0.0,30.0,1970.0
267,574772.0,65.0,753.0,0.0,30.0,1970.0
268,574772.0,65.0,753.0,0.0,30.0,1970.0
269,574772.0,65.0,753.0,0.0,30.0,1970.0
270,574772.0,65.0,753.0,0.0,30.0,1970.0
271,574772.0,65.0,753.0,0.0,30.0,1970.0
272,574772.0,65.0,753.0,0.0,40.0,1970.0
273,574772.0,65.0,753.0,0.0,30.0,1970.0
274,574772.0,65.0,753.0,0.0,30.0,1970.0
275,574772.0,65.0,753.0,0.0,30.0,1970.0
276,574772.0,65.0,753.0,0.0,30.0,1970.0
277,574772.0,65.0,753.0,0.0,30.0,1970.0
278,574772.0,65.0,753.0,0.0,30.0,1970.0
279,574772.0,65.0,753.0,0.0,30.0,1970.0
280,574772.0,65.0,753.0,0.0,30.0,1970.0
281,574772.0,65.0,753.0,0.0,30.0,1970.0
282,574772.0,65.0,753.0,0.0,30.0,1970.0
283,574772.0,65.0,753.0,0.0,40.0,1970.0
284,574772.0,65.0,753.0,0.0,30.0,1970.0
285,574772.0,65.0,753.0,0.0,30.0,1970.0
286,574772.0,65.0,753.0,0.0,30.0,1970.0
287,574772.0,65.0,753.0,0.0,30.0,1970.0
288,574772.0,65.0,753.0,0.0,30.0,1970.0
289,574772.0,65.0,753.0,0.0,40.0,1970.0
290,574772.0,65.0,753.0,0.0,30.0,1970.0
291,574772.0,65.0,753.0,0.0,40.0,1970.0
292,574772.0,65.0,753.0,0.0,30.0,1970.0
293,574772.0,65.0,753.0,0.0,40.0,1970.0
294,574772.0,65.0,753.0,0.0,40.0,1970.0
295,574772.0,65.0,753.0,0.0,30.0,1970.0
296,574772.0,65.0,753.0,0.0,30.0,1970.0
297,574772.0,65.0,753.0,0.0,30.0,1970.0
298,574772.0,65.0,753.0,0.0,40.0,1970.0
299,574772.0,65.0,753.0,0.0,30.0,1970.0
300,574772.0,65.0,753.0,0.0,30.0,1970.0
301,574772.0,65.0,753.0,0.0,30.0,1970.0
302,574772.0,65.0,753.0,0.0,30.0,1970.0
303,574772.0,65.0,753.0,0.0,30.0,1970.0
304,574772.0,65.0,753.0,0.0,30.0,1970.0
305,574772.0,65.0,753.0,0.0,30.0,1970.0
306,574772.0,65.0,753.0,0.0,40.0,1970.0
307,574772.0,65.0,753.0,0.0,30.0,1970.0
308,574772.0,65.0,753.0,0.0,30.0,1970.0
309,574772.0,65.0,753.0,0.0,30.0,1970.0
310,574772.0,65.0,753.0,0.0,30.0,1970.0
311,574772.0,65.0,753.0,0.0,30.0,1970.0
312,574772.0,65.0,753.0,0.0,30.0,1970.0
313,574772.0,65.0,753.0,0.0,40.0,1970.0
314,925837.0,8.0,36.0,0.0,30.0,1970.0
315,925837.0,8.0,36.0,0.0,30.0,1970.0
316,925837.0,8.0,36.0,0.0,30.0,1970.0
317,925837.0,8.0,36.0,0.0,30.0,1970.0
318,925837.0,8.0,36.0,0.0,30.0,1970.0
319,925837.0,8.0,36.0,0.0,30.0,1970.0
320,925837.0,8.0,36.0,0.0,0.0,1970.0
321,925837.0,8.0,36.0,0.0,30.0,1970.0
322,588112.0,3.0,28.0,0.0,10.0,1970.0
323,588112.0,3.0,28.0,0.0,10.0,1970.0
324,588112.0,3.0,28.0,0.0,10.0,1970.0
325,588508.0,4.0,132.0,0.0,50.0,1960.0
326,588508.0,4.0,132.0,0.0,50.0,1960.0
327,588508.0,4.0,132.0,0.0,50.0,1960.0
328,588508.0,4.0,132.0,0.0,50.0,1960.0
329,495338.0,17.0,130.0,2.0,10.0,1990.0
330,495338.0,17.0,130.0,2.0,10.0,1990.0
331,495338.0,17.0,130.0,2.0,10.0,1990.0
332,495338.0,17.0,130.0,2.0,10.0,1990.0
333,495338.0,17.0,130.0,2.0,10.0,1990.0
334,495338.0,17.0,130.0,2.0,10.0,1990.0
335,495338.0,17.0,130.0,2.0,10.0,1990.0
336,495338.0,17.0,130.0,2.0,10.0,1990.0
337,495338.0,17.0,130.0,2.0,10.0,1990.0
338,495338.0,17.0,130.0,2.0,10.0,1990.0
339,495338.0,17.0,130.0,2.0,20.0,1990.0
340,495338.0,17.0,130.0,2.0,20.0,1990.0
341,495338.0,17.0,130.0,2.0,10.0,1990.0
342,495338.0,17.0,130.0,2.0,20.0,1990.0
343,495338.0,17.0,130.0,2.0,20.0,1990.0
344,495338.0,17.0,130.0,2.0,0.0,1990.0
345,495338.0,17.0,130.0,2.0,10.0,1990.0
346,926115.0,1.0,6.0,6.0,10.0,1950.0
347,496487.0,8.0,40.0,0.0,40.0,1970.0
348,496487.0,8.0,40.0,0.0,40.0,1970.0
349,496487.0,8.0,40.0,0.0,40.0,1970.0
350,496487.0,8.0,40.0,0.0,40.0,1970.0
351,496487.0,8.0,40.0,0.0,40.0,1970.0
352,496487.0,8.0,40.0,0.0,40.0,1970.0
353,496487.0,8.0,40.0,0.0,0.0,1970.0
354,496487.0,8.0,40.0,0.0,0.0,1970.0
355,500612.0,2.0,0.0,0.0,0.0,1980.0
356,500612.0,2.0,0.0,0.0,20.0,1980.0
357,601421.0,1.0,7.0,7.0,10.0,1980.0
358,503460.0,3.0,0.0,0.0,10.0,2000.0
359,503460.0,3.0,0.0,0.0,0.0,2000.0
360,503460.0,3.0,0.0,0.0,0.0,2000.0
361,497236.0,1.0,0.0,0.0,0.0,1990.0
362,591902.0,2.0,19.0,0.0,20.0,1980.0
363,591902.0,2.0,19.0,0.0,20.0,1980.0
364,927373.0,3.0,79.0,0.0,30.0,1980.0
365,927373.0,3.0,79.0,0.0,30.0,1980.0
366,927373.0,3.0,79.0,0.0,30.0,1980.0
367,597875.0,1.0,5.0,0.0,30.0,1960.0
368,604852.0,67.0,885.0,10.0,40.0,1970.0
369,604852.0,67.0,885.0,10.0,40.0,1970.0
370,604852.0,67.0,885.0,10.0,40.0,1970.0
371,604852.0,67.0,885.0,10.0,40.0,1970.0
372,604852.0,67.0,885.0,10.0,40.0,1970.0
373,604852.0,67.0,885.0,10.0,40.0,1970.0
374,604852.0,67.0,885.0,10.0,40.0,1970.0
375,604852.0,67.0,885.0,10.0,40.0,1970.0
376,604852.0,67.0,885.0,10.0,40.0,1970.0
377,604852.0,67.0,885.0,10.0,40.0,1970.0
378,604852.0,67.0,885.0,10.0,40.0,1970.0
379,604852.0,67.0,885.0,10.0,40.0,1970.0
380,604852.0,67.0,885.0,10.0,40.0,1970.0
381,604852.0,67.0,885.0,10.0,40.0,1970.0
382,604852.0,67.0,885.0,10.0,40.0,1970.0
383,604852.0,67.0,885.0,10.0,40.0,1970.0
384,604852.0,67.0,885.0,10.0,40.0,1970.0
385,604852.0,67.0,885.0,10.0,40.0,1970.0
386,604852.0,67.0,885.0,10.0,40.0,1970.0
387,604852.0,67.0,885.0,10.0,40.0,1970.0
388,604852.0,67.0,885.0,10.0,40.0,1970.0
389,604852.0,67.0,885.0,10.0,40.0,1970.0
390,604852.0,67.0,885.0,10.0,40.0,1970.0
391,604852.0,67.0,885.0,10.0,40.0,1970.0
392,604852.0,67.0,885.0,10.0,40.0,1970.0
393,604852.0,67.0,885.0,10.0,40.0,1970.0
394,604852.0,67.0,885.0,10.0,40.0,1970.0
395,604852.0,67.0,885.0,10.0,40.0,1970.0
396,604852.0,67.0,885.0,10.0,40.0,1970.0
397,604852.0,67.0,885.0,10.0,40.0,1970.0
398,604852.0,67.0,885.0,10.0,40.0,1970.0
399,604852.0,67.0,885.0,10.0,40.0,1970.0
400,604852.0,67.0,885.0,10.0,40.0,1970.0
401,604852.0,67.0,885.0,10.0,40.0,1970.0
402,604852.0,67.0,885.0,10.0,40.0,1970.0
403,604852.0,67.0,885.0,10.0,40.0,1970.0
404,604852.0,67.0,885.0,10.0,40.0,1970.0
405,604852.0,67.0,885.0,10.0,40.0,1970.0
406,604852.0,67.0,885.0,10.0,40.0,1970.0
407,604852.0,67.0,885.0,10.0,40.0,1970.0
408,604852.0,67.0,885.0,10.0,40.0,1970.0
409,604852.0,67.0,885.0,10.0,40.0,1970.0
410,604852.0,67.0,885.0,10.0,40.0,1970.0
411,604852.0,67.0,885.0,10.0,40.0,1970.0
412,604852.0,67.0,885.0,10.0,40.0,1970.0
413,604852.0,67.0,885.0,10.0,40.0,1970.0
414,604852.0,67.0,885.0,10.0,40.0,1970.0
415,604852.0,67.0,885.0,10.0,40.0,1970.0
416,604852.0,67.0,885.0,10.0,40.0,1970.0
417,604852.0,67.0,885.0,10.0,40.0,1970.0
418,604852.0,67.0,885.0,10.0,40.0,1970.0
419,604852.0,67.0,885.0,10.0,40.0,1970.0
420,604852.0,67.0,885.0,10.0,40.0,1970.0
421,604852.0,67.0,885.0,10.0,40.0,1970.0
422,604852.0,67.0,885.0,10.0,40.0,1970.0
423,604852.0,67.0,885.0,10.0,40.0,1970.0
424,604852.0,67.0,885.0,10.0,40.0,1970.0
425,604852.0,67.0,885.0,10.0,40.0,1970.0
426,604852.0,67.0,885.0,10.0,40.0,1970.0
427,604852.0,67.0,885.0,10.0,40.0,1970.0
428,604852.0,67.0,885.0,10.0,40.0,1970.0
429,604852.0,67.0,885.0,10.0,40.0,1970.0
430,604852.0,67.0,885.0,10.0,40.0,1970.0
431,604852.0,67.0,885.0,10.0,40.0,1970.0
432,604852.0,67.0,885.0,10.0,40.0,1970.0
433,604852.0,67.0,885.0,10.0,0.0,1970.0
434,604852.0,67.0,885.0,10.0,0.0,1970.0
435,589630.0,14.0,23.0,0.0,20.0,1990.0
436,589630.0,14.0,23.0,0.0,20.0,1990.0
437,589630.0,14.0,23.0,0.0,20.0,1990.0
438,589630.0,14.0,23.0,0.0,20.0,1990.0
439,589630.0,14.0,23.0,0.0,20.0,1990.0
440,589630.0,14.0,23.0,0.0,20.0,1990.0
441,589630.0,14.0,23.0,0.0,20.0,1990.0
442,589630.0,14.0,23.0,0.0,20.0,1990.0
443,589630.0,14.0,23.0,0.0,20.0,1990.0
444,589630.0,14.0,23.0,0.0,20.0,1990.0
445,589630.0,14.0,23.0,0.0,20.0,1990.0
446,589630.0,14.0,23.0,0.0,20.0,1990.0
447,589630.0,14.0,23.0,0.0,20.0,1990.0
448,589630.0,14.0,23.0,0.0,0.0,1990.0
449,604075.0,5.0,128.0,0.0,30.0,1980.0
450,604075.0,5.0,128.0,0.0,30.0,1980.0
451,604075.0,5.0,128.0,0.0,30.0,1980.0
452,604075.0,5.0,128.0,0.0,30.0,1980.0
453,604075.0,5.0,128.0,0.0,30.0,1980.0
454,931105.0,15.0,88.0,0.0,20.0,1980.0
455,931105.0,15.0,88.0,0.0,20.0,1980.0
456,931105.0,15.0,88.0,0.0,20.0,1980.0
457,931105.0,15.0,88.0,0.0,20.0,1980.0
458,931105.0,15.0,88.0,0.0,20.0,1980.0
459,931105.0,15.0,88.0,0.0,20.0,1980.0
460,931105.0,15.0,88.0,0.0,20.0,1980.0
461,931105.0,15.0,88.0,0.0,20.0,1980.0
462,931105.0,15.0,88.0,0.0,30.0,1980.0
463,931105.0,15.0,88.0,0.0,20.0,1980.0
464,931105.0,15.0,88.0,0.0,20.0,1980.0
465,931105.0,15.0,88.0,0.0,20.0,1980.0
466,931105.0,15.0,88.0,0.0,20.0,1980.0
467,931105.0,15.0,88.0,0.0,20.0,1980.0
468,931105.0,15.0,88.0,0.0,20.0,1980.0
469,480108.0,4.0,1.0,0.0,20.0,1980.0
470,480108.0,4.0,1.0,0.0,20.0,1980.0
471,480108.0,4.0,1.0,0.0,0.0,1980.0
472,480108.0,4.0,1.0,0.0,20.0,1980.0
473,127369.0,19.0,281.0,0.0,50.0,1950.0
474,127369.0,19.0,281.0,0.0,50.0,1950.0
475,127369.0,19.0,281.0,0.0,50.0,1950.0
476,127369.0,19.0,281.0,0.0,50.0,1950.0
477,127369.0,19.0,281.0,0.0,50.0,1950.0
478,127369.0,19.0,281.0,0.0,50.0,1950.0
479,127369.0,19.0,281.0,0.0,50.0,1950.0
480,127369.0,19.0,281.0,0.0,50.0,1950.0
481,127369.0,19.0,281.0,0.0,50.0,1950.0
482,127369.0,19.0,281.0,0.0,50.0,1950.0
483,127369.0,19.0,281.0,0.0,50.0,1950.0
484,127369.0,19.0,281.0,0.0,50.0,1950.0
485,127369.0,19.0,281.0,0.0,50.0,1950.0
486,127369.0,19.0,281.0,0.0,50.0,1950.0
487,127369.0,19.0,281.0,0.0,50.0,1950.0
488,127369.0,19.0,281.0,0.0,50.0,1950.0
489,127369.0,19.0,281.0,0.0,50.0,1950.0
490,127369.0,19.0,281.0,0.0,50.0,1950.0
491,127369.0,19.0,281.0,0.0,60.0,1950.0
492,610346.0,16.0,70.0,0.0,20.0,1980.0
493,610346.0,16.0,70.0,0.0,20.0,1980.0
494,610346.0,16.0,70.0,0.0,20.0,1980.0
495,610346.0,16.0,70.0,0.0,20.0,1980.0
496,610346.0,16.0,70.0,0.0,20.0,1980.0
