id,direct_influence_num,indirect_influence_num,different_genre_num,max_year_period,influencer_active_start,score,main_genre
162677,61,1055,437,70,1930,0.288556482,Jazz
172350,15,303,0,60,1930,0.121709506,Jazz
189644,11,90,81,60,1930,0.111378655,Vocal
66276,1,27,27,30,1930,0.054352184,Latin
184502,75,1000,635,40,1930,0.317160378,Vocal
176936,51,1643,1372,80,1930,0.41209202,Blues
200775,52,1324,94,40,1930,0.256771665,Country
171728,9,57,12,50,1930,0.091983913,Vocal
11028,4,13,9,60,1930,0.103473728,Stage & Screen
792507,71,1004,748,70,1930,0.332002191,Vocal
138560,1,7,7,40,1930,0.070588048,Jazz
142178,6,63,37,50,1930,0.090129464,Vocal
170330,6,52,0,70,1930,0.119992566,Stage & Screen
802791,4,111,101,60,1930,0.107621278,Vocal
642664,11,81,15,40,1930,0.079448082,Jazz
551815,36,384,263,70,1930,0.18269698,Jazz
662800,19,1557,1113,80,1930,0.33229218,Country
549797,184,4138,2470,80,1930,1,Country
60306,8,246,242,50,1930,0.109392389,Stage & Screen
670641,1,10,0,10,1930,0.01856567,Jazz
950571,10,297,133,40,1930,0.092720977,Jazz
954694,9,140,0,10,1930,0.038019235,Vocal
269390,3,29,0,40,1930,0.071278706,Country
825032,3,28,0,50,1930,0.08747262,Jazz
276085,99,2701,2349,80,1930,0.669943004,Blues
78242,7,73,30,60,1930,0.106355283,Latin
111934,4,51,0,30,1930,0.055493293,Vocal
1416172,9,3,11,80,1930,0.135895738,Religious
225389,6,219,81,40,1930,0.08164126,Jazz
278559,2,12,0,60,1930,0.102661308,Comedy/Spoken
276592,1,8,8,20,1930,0.036505471,Jazz
903609,20,241,19,80,1930,0.152406694,Country
765773,1,0,0,0,1930,0,Jazz
783025,1,4,4,20,1930,0.036441825,Blues
112017,12,106,63,60,1930,0.11219649,Vocal
213590,10,167,132,80,1930,0.143225556,Vocal
183867,34,656,619,60,1930,0.217206595,Classical
813092,6,488,404,60,1930,0.149041213,Folk
199229,1,5,5,40,1930,0.070554339,Country
210757,1,2,2,30,1930,0.053749425,Jazz
244406,15,150,70,60,1930,0.117058053,Vocal
204714,7,89,12,40,1930,0.07516963,Blues
261332,1,17,0,50,1930,0.086822032,Jazz
220312,1,4,0,60,1930,0.102356747,Latin
304458,2,18,0,40,1930,0.070824376,Stage & Screen
837592,5,175,172,80,1930,0.14210802,Vocal
857203,7,162,151,40,1930,0.083751396,Vocal
369389,1,11,0,40,1930,0.070560121,Vocal
81796,7,70,0,30,1930,0.05857354,Jazz
140553,2,22,0,50,1930,0.087088903,Latin
813485,8,141,1,20,1930,0.047823821,Vocal
815575,22,450,196,40,1930,0.125543611,Vocal
511773,2,15,15,80,1930,0.132647652,Jazz
259529,51,996,204,30,1930,0.226231715,Jazz
825208,35,554,297,80,1930,0.202189692,Blues
314346,6,146,0,80,1930,0.136543662,Country
656420,1,1,0,0,1930,0.000143937,Latin
287604,53,1428,1254,20,1930,0.36598847,Jazz
272567,9,32,31,70,1930,0.122117633,Jazz
316340,2,9,7,70,1930,0.117849179,Latin
847735,14,412,373,70,1930,0.159540906,Vocal
366889,2,28,0,60,1930,0.102838872,Vocal
40695,2,21,11,20,1930,0.036891749,Stage & Screen
395819,8,197,5,70,1930,0.124895979,Vocal
397042,3,28,18,40,1930,0.071468933,Jazz
344275,18,133,68,60,1930,0.120527739,Vocal
421122,4,91,79,70,1930,0.121398717,Blues
246022,14,280,181,70,1930,0.139366237,Country
583723,3,35,19,40,1930,0.071578648,Stage & Screen
494537,5,47,0,60,1930,0.104278856,Jazz
898336,3,484,484,80,1930,0.177177414,Blues
317093,65,1637,1423,30,1930,0.426140242,Jazz
1528006,3,17,17,40,1930,0.071329889,Classical
29609,1,3,3,30,1930,0.053761595,Jazz
300659,4,32,18,70,1930,0.118975058,Latin
251210,2,71,45,30,1930,0.055974287,Blues
315336,15,251,212,60,1930,0.127768189,Vocal
720786,1,11,0,40,1930,0.070560121,Jazz
315909,4,62,23,40,1930,0.072577604,Jazz
266160,47,1385,1072,40,1930,0.336765332,Folk
322279,1,47,0,20,1930,0.037111049,Folk
325401,21,175,32,70,1930,0.138624287,Pop/Rock
369270,18,276,253,70,1930,0.148171797,Blues
404463,21,1293,1291,80,1930,0.334009157,International
869487,1,6,0,30,1930,0.053760558,Easy Listening
408531,1,4,0,50,1930,0.08670666,Jazz
873886,14,331,329,50,1930,0.127793287,Jazz
230886,2,20,12,20,1930,0.036893587,International
848784,50,1465,208,40,1930,0.271706874,Country
346637,17,408,7,50,1930,0.117617946,Jazz
353145,18,246,45,40,1930,0.097775166,Country
303050,23,917,655,80,1930,0.239294172,R&B;
1163,1,14,0,30,1930,0.05382245,Jazz
13511,13,509,501,60,1930,0.166053301,Religious
749272,1,3,0,20,1930,0.036414296,Vocal
750203,16,315,298,40,1930,0.115348385,Vocal
753094,22,568,177,70,1930,0.165049444,Blues
1006782,8,181,32,30,1930,0.064923168,Blues
744548,20,247,225,50,1930,0.122995378,Comedy/Spoken
743929,24,245,150,50,1930,0.125209565,Jazz
749504,9,36,22,70,1930,0.122010698,Jazz
3829,48,1259,735,40,1930,0.290939327,Blues
43499,6,63,38,60,1930,0.105695799,Vocal
762921,1,17,17,30,1930,0.05403655,Religious
816895,3,70,70,60,1930,0.105225839,Jazz
82831,21,456,455,30,1930,0.141662388,Vocal
193160,15,361,87,40,1930,0.10134233,Country
403120,35,741,546,30,1930,0.198521236,Vocal
959775,1,12,12,40,1930,0.070684987,Vocal
577531,80,2214,1743,80,1930,0.547246884,Folk
958076,8,70,21,50,1930,0.091469189,Jazz
504169,4,57,0,50,1940,0.0869374,Jazz
509367,1,13,0,30,1940,0.05286913,Vocal
568622,1,17,0,30,1940,0.052909546,Jazz
1266,3,15,13,50,1940,0.086033136,International
748773,12,370,281,60,1940,0.139732074,Blues
16448,4,18,13,70,1940,0.116774897,International
38466,13,136,107,50,1940,0.102356651,Vocal
479028,17,267,73,20,1940,0.081636597,Vocal
754219,1,238,238,70,1940,0.133614113,Vocal
783909,1,10,0,60,1940,0.100589153,Latin
928942,36,331,213,50,1940,0.167229122,Jazz
505047,5,28,0,40,1940,0.071325236,Jazz
607028,3,23,16,60,1940,0.10157483,Easy Listening
615026,4,1,1,60,1940,0.101561957,International
607967,4,37,37,30,1940,0.055343214,Latin
59156,54,993,815,60,1940,0.32514653,Blues
784527,14,221,31,40,1940,0.091301864,Jazz
758194,13,55,18,50,1940,0.09666853,Latin
48908,5,59,1,60,1940,0.102861035,Vocal
52736,3,33,33,30,1940,0.054477951,Blues
762288,13,442,397,50,1940,0.148518748,Blues
763554,6,64,53,20,1940,0.043373,R&B;
781423,2,13,13,30,1940,0.053250025,Jazz
81083,59,1604,1056,60,1940,0.416486838,Country
768149,1,19,0,60,1940,0.100679139,Jazz
55128,65,3169,194,60,1940,0.455539659,Pop/Rock
59699,1,10,10,30,1940,0.052955429,Latin
630882,4,103,48,70,1940,0.1191433,Blues
941579,42,1422,1234,70,1940,0.396856411,Country
640675,38,374,62,40,1940,0.158694135,Jazz
636382,2,13,0,40,1940,0.069549713,Jazz
643549,9,73,32,50,1940,0.092067742,Jazz
163198,11,360,0,40,1940,0.095877994,Country
185948,13,135,103,50,1940,0.102095404,Vocal
199369,1,3,0,30,1940,0.052796353,Jazz
186312,21,59,24,70,1940,0.136589899,Latin
197040,6,129,117,60,1940,0.109359141,Blues
9680,26,332,297,60,1940,0.161106913,Jazz
204968,1,0,0,0,1940,0,Jazz
212129,1,12,0,30,1940,0.052860035,Latin
101628,1,0,0,0,1940,0,Jazz
94205,42,662,384,60,1940,0.22436454,Country
776301,4,33,19,60,1940,0.102208013,Jazz
111794,2,6,0,50,1940,0.085414452,Jazz
112540,10,533,389,50,1940,0.151158082,Folk
129547,13,214,154,70,1940,0.135189511,Blues
782631,1,5,0,60,1940,0.10054554,Folk
380259,3,22,0,20,1940,0.036800163,Latin
577590,8,100,29,60,1940,0.106532052,R&B;
958533,14,81,35,40,1940,0.085468388,Jazz
813392,26,498,398,50,1940,0.173181071,Vocal
233035,6,67,13,40,1940,0.073090047,Vocal
208404,17,241,0,50,1940,0.109724721,Jazz
211424,3,24,24,60,1940,0.101751746,Jazz
260038,45,539,409,60,1940,0.225525875,Vocal
166383,1,14,14,40,1940,0.069526859,International
169202,23,651,509,70,1940,0.208851016,Folk
184814,7,304,248,60,1940,0.127863859,Country
188202,1,5,0,30,1940,0.052807678,Jazz
195368,2,14,0,20,1940,0.036109428,Religious
147245,3,51,50,20,1940,0.039311532,Jazz
153519,3,4,0,30,1940,0.053455105,Country
162930,9,46,39,60,1940,0.106594988,Vocal
172772,1,13,0,30,1940,0.05286913,Vocal
137137,3,58,32,40,1940,0.071242471,Jazz
140176,4,41,19,20,1940,0.038434588,Vocal
145543,1,5,0,20,1940,0.03578671,Jazz
796741,18,377,0,70,1940,0.143613981,Country
797881,1,13,13,10,1940,0.018557631,Vocal
200777,3,77,59,30,1940,0.056771091,Vocal
206967,22,158,26,20,1940,0.086928128,Jazz
170690,7,513,113,20,1940,0.092907215,Jazz
271029,8,180,7,50,1940,0.094129331,R&B;
154533,28,676,563,40,1940,0.204932423,Folk
137494,51,1688,1447,50,1940,0.458144745,R&B;
792175,14,163,7,40,1940,0.087793319,Jazz
227527,32,175,45,60,1940,0.150932896,Country
804706,2,19,19,60,1940,0.101240765,International
160198,8,59,1,50,1940,0.090096214,Jazz
650525,1,13,0,60,1940,0.100617508,Country
646353,10,380,0,30,1940,0.085114664,Jazz
542549,14,151,81,50,1940,0.10308665,Jazz
661974,2,15,7,50,1940,0.08558293,Jazz
731975,1,8,0,50,1940,0.08519968,Classical
803752,1,9,9,40,1940,0.069403313,Classical
947816,17,483,26,70,1940,0.149575587,Country
952794,12,84,74,50,1940,0.097655084,Vocal
562030,4,99,0,70,1940,0.117957545,Country
673360,10,84,1,10,1940,0.039576469,Vocal
568368,2,25,25,70,1940,0.116327243,Vocal
954646,6,61,0,10,1940,0.027459143,Vocal
678009,19,227,227,60,1940,0.136959725,Easy Listening
674310,1,0,0,0,1940,0,Jazz
82037,1,1,0,20,1940,0.035768057,Jazz
770629,11,178,48,30,1940,0.071137334,Jazz
108446,3,1,0,0,1940,0.007309475,Latin
119111,4,11,0,20,1940,0.037558331,Jazz
127949,8,26,0,50,1940,0.089551451,Jazz
786080,3,20,10,50,1940,0.086035334,Jazz
216348,3,14,0,40,1940,0.069937132,Latin
231645,14,541,431,60,1940,0.170473992,Folk
326096,1,22,22,20,1940,0.036395002,Country
334829,11,126,53,20,1940,0.056168722,Country
296402,6,73,63,60,1940,0.105365578,Country
360956,1,8,0,20,1940,0.035807281,Jazz
64199,10,37,0,60,1940,0.106650343,Country
76881,55,2161,2013,70,1940,0.576225482,Blues
100854,9,212,212,50,1940,0.108596838,Blues
138837,4,195,183,20,1940,0.063463958,Blues
141256,7,68,40,60,1940,0.105251672,Country
175553,118,1631,1304,60,1940,0.572640569,Jazz
815039,62,1627,1381,50,1940,0.466243103,Blues
424292,14,173,50,20,1940,0.066142942,Jazz
817000,12,432,93,50,1940,0.11807326,R&B;
213510,4,22,0,50,1940,0.086398471,Jazz
819894,10,300,300,20,1940,0.095556426,Blues
245992,5,34,7,50,1940,0.087243481,Jazz
118493,2,16,8,50,1940,0.085607518,Latin
314113,10,41,41,50,1940,0.092879258,Stage & Screen
247966,10,108,99,70,1940,0.125556623,Vocal
252026,1,4,0,30,1940,0.052801814,Jazz
768027,5,42,0,40,1940,0.071542806,Jazz
77662,3,28,21,50,1940,0.086334348,Vocal
99198,1,11,11,40,1940,0.069450031,Vocal
98189,33,528,85,30,1940,0.150765475,Country
778344,11,334,201,50,1940,0.11689769,R&B;
227776,6,21,0,50,1940,0.087704155,Jazz
242966,8,103,8,50,1940,0.091275166,Jazz
239859,7,144,144,70,1940,0.126404417,Classical
249175,8,46,31,50,1940,0.090436625,Easy Listening
269172,3,5,0,60,1940,0.101136687,Country
822777,7,196,187,70,1940,0.130984785,Easy Listening
824599,20,954,825,50,1940,0.258235752,Blues
273531,11,167,147,70,1940,0.130841516,Vocal
828740,4,55,26,50,1940,0.087355533,Reggae
828768,8,86,73,60,1940,0.107630831,International
828756,2,18,12,50,1940,0.085691432,International
274520,1,4,0,50,1940,0.085168924,Latin
354189,1,18,18,60,1940,0.100961713,Latin
301955,2,61,7,20,1940,0.037393771,Blues
243777,1,19,0,50,1940,0.085302929,Vocal
571845,4,30,0,60,1940,0.101848583,Vocal
740576,1,3,3,30,1940,0.052821321,Classical
824866,6,18,0,50,1940,0.087671197,Jazz
266916,12,225,222,60,1940,0.126395739,Vocal
228714,5,22,22,50,1940,0.087362479,Vocal
858710,21,298,115,70,1940,0.148077998,Country
396372,28,153,32,20,1940,0.10516587,Jazz
869708,1,0,0,0,1940,0,Jazz
423829,160,2032,1428,60,1940,0.678588626,Jazz
489845,7,21,3,30,1940,0.057455855,Jazz
577261,2,8,1,30,1940,0.053052938,Easy Listening
608701,113,3228,2754,70,1940,0.840909378,Blues
322027,5,113,113,50,1940,0.093201325,Easy Listening
459027,2,35,0,20,1940,0.036488566,Latin
888730,25,734,575,70,1940,0.226036198,Folk
409337,2,15,0,30,1940,0.05310643,Latin
894664,1,20,0,30,1940,0.052944095,Folk
489316,26,149,4,20,1940,0.098225034,Jazz
747506,6,129,129,30,1940,0.066732384,Vocal
69348,1,0,0,0,1940,0,Jazz
38100,1,15,15,50,1940,0.085481221,Vocal
256349,29,312,189,40,1940,0.138769876,Vocal
309328,22,1117,823,50,1940,0.274564769,R&B;
848572,6,15,0,40,1940,0.07201673,Jazz
845443,11,36,8,50,1940,0.093313347,Jazz
310383,16,123,11,50,1940,0.103189327,Latin
389979,20,191,16,60,1940,0.125693374,Country
343940,11,79,47,50,1940,0.095108283,Jazz
46861,113,2565,1154,70,1940,0.609590232,R&B;
409954,30,590,137,60,1940,0.173948074,Country
380704,18,498,199,30,1940,0.121322973,Country
345734,17,133,69,50,1940,0.107058257,Vocal
343396,34,1384,781,30,1940,0.304714,R&B;
290040,3,361,166,70,1940,0.135228249,R&B;
290464,11,40,0,20,1940,0.051183627,Jazz
806877,22,599,227,50,1940,0.156618628,R&B;
277977,1,3,0,20,1940,0.03577613,Latin
290775,1,7,0,30,1940,0.052820618,Jazz
204901,45,580,425,70,1940,0.236601308,Vocal
11242,1,16,0,20,1940,0.035889683,Country
20984,1,9,0,50,1940,0.085207934,Pop/Rock
19435,5,7,5,30,1940,0.055031562,Jazz
23290,2,48,0,10,1940,0.020047753,Jazz
29334,6,644,619,30,1940,0.176565512,Country
39656,29,234,0,50,1940,0.134909151,Jazz
44290,15,260,0,30,1940,0.083385874,Jazz
39661,3,406,402,30,1940,0.120921335,Blues
742899,18,232,62,40,1940,0.100816706,Jazz
924232,32,767,698,60,1940,0.249263241,Jazz
490769,1,12,0,20,1940,0.035843478,Blues
65094,1,3,0,60,1940,0.100529369,Jazz
16759,6,110,0,20,1940,0.043797221,Jazz
790227,14,145,46,50,1940,0.101474578,Jazz
20403,7,60,5,30,1940,0.05824593,Country
28692,1,3,0,70,1940,0.115369023,Jazz
30664,1,19,19,30,1940,0.053216855,Jazz
32193,4,16,11,30,1940,0.054334092,Country
46184,3,73,69,50,1940,0.088691647,Vocal
68898,1,7,0,60,1940,0.100562439,International
763551,2,20,11,50,1940,0.085696304,R&B;
75171,15,412,149,40,1940,0.113029531,R&B;
71336,12,274,270,30,1940,0.100086624,Vocal
609966,3,187,187,50,1940,0.100637244,Religious
87113,10,226,53,70,1940,0.127708682,Country
45057,28,597,377,60,1940,0.189992725,Country
476356,2,19,7,50,1940,0.085623917,Vocal
887348,11,108,0,70,1940,0.123456319,Country
483334,3,19,7,20,1940,0.036819994,Vocal
490763,5,120,120,20,1940,0.051015701,Vocal
577720,27,432,287,20,1940,0.138171334,Country
577235,16,463,413,70,1940,0.175276918,R&B;
820999,2,79,0,70,1940,0.11673812,Country
490416,51,915,240,60,1940,0.251854156,Jazz
607283,21,169,82,50,1940,0.11675194,Latin
603036,1,11,0,10,1940,0.018268505,R&B;
611877,8,65,61,60,1940,0.106714952,Comedy/Spoken
519715,2,31,0,60,1940,0.101069444,Jazz
6334,28,261,126,50,1940,0.138559095,Vocal
205254,5,48,0,50,1940,0.087371911,Vocal
235881,6,36,0,50,1940,0.087899096,Jazz
193802,1,5,0,50,1940,0.085176273,Jazz
248392,25,190,89,50,1940,0.126600994,Jazz
959770,37,1661,1396,70,1940,0.428750866,Blues
584695,1,12,0,30,1940,0.052860035,Blues
12802,2,109,95,50,1940,0.09057194,Religious
960674,23,817,447,30,1940,0.188522041,R&B;
487535,7,73,64,50,1950,0.083791024,Vocal
926115,1,6,6,10,1950,0.016890054,Jazz
127369,19,281,0,50,1950,0.098999756,Jazz
611102,15,377,316,50,1950,0.127120735,Blues
617844,36,518,294,50,1950,0.157896753,Blues
5366,1,7,0,40,1950,0.064150415,Latin
933172,22,222,112,50,1950,0.106309799,R&B;
178889,16,182,14,40,1950,0.079776516,Reggae
744969,3,0,0,0,1950,0.005722032,Children's
34617,4,19,0,50,1950,0.079712066,Jazz
480472,1,8,8,40,1950,0.064255042,Vocal
590265,4,120,120,60,1950,0.100745182,Vocal
781837,34,221,152,50,1950,0.129300878,Latin
927555,95,1215,337,50,1950,0.304250004,R&B;
502199,4,24,0,30,1950,0.049830946,Jazz
504815,8,23,1,50,1950,0.081793555,Pop/Rock
929776,3,0,0,60,1950,0.093605104,Classical
56913,3,96,73,50,1950,0.082937634,International
788569,9,105,0,40,1950,0.069437555,Country
855531,17,162,130,60,1950,0.111658012,Vocal
117001,6,686,645,20,1950,0.179675174,R&B;
786228,3,35,0,50,1950,0.079543587,Jazz
161173,1,2,2,40,1950,0.064144485,Latin
164594,20,775,96,30,1950,0.114579512,R&B;
135391,8,84,0,0,1950,0.021992602,Jazz
48816,9,29,23,50,1950,0.082976348,Vocal
47401,1,0,0,0,1950,0,Jazz
58361,1,5,0,50,1950,0.078940518,R&B;
59819,15,189,18,50,1950,0.09150807,R&B;
764702,37,296,120,50,1950,0.134653931,Jazz
763341,2,36,0,50,1950,0.07932737,Pop/Rock
80537,11,398,0,30,1950,0.071419737,Pop/Rock
85410,3,31,0,60,1950,0.093846707,Country
89713,9,497,17,60,1950,0.111353372,Pop/Rock
89710,8,85,28,30,1950,0.054451237,R&B;
590285,11,98,48,40,1950,0.07265399,R&B;
85806,2,16,0,60,1950,0.093499587,Pop/Rock
80657,5,134,3,10,1950,0.025154542,R&B;
761064,1,8,0,30,1950,0.048870262,Jazz
51233,1,0,0,0,1950,0,Jazz
67528,5,42,33,40,1950,0.066392965,Vocal
762618,1,26,0,20,1950,0.033238009,Vocal
67561,4,7,0,50,1950,0.079627993,Comedy/Spoken
81194,21,633,594,60,1950,0.197041415,Blues
66429,10,91,22,50,1950,0.084530432,Country
73644,7,125,38,40,1950,0.069252119,Pop/Rock
70715,20,193,74,40,1950,0.088655196,Pop/Rock
74452,2,185,0,30,1950,0.053223383,R&B;
85445,1,1,1,40,1950,0.064129629,R&B;
62270,1,7,0,40,1950,0.064150415,Pop/Rock
77560,2,4,4,40,1950,0.064314391,Vocal
765435,2,13,0,20,1950,0.033280009,Jazz
77732,2,17,0,40,1950,0.064350593,Pop/Rock
766066,4,26,1,40,1950,0.065023455,Vocal
97529,5,28,0,40,1950,0.065485059,Jazz
934069,22,221,108,40,1950,0.095117351,Country
524239,10,408,65,20,1950,0.063789396,R&B;
641450,2,39,0,0,1950,0.005179216,Jazz
942529,40,1176,1111,60,1950,0.331688775,Blues
538677,97,3503,153,60,1950,0.43604685,Pop/Rock
626268,11,78,78,50,1950,0.087609794,Folk
642542,63,877,179,50,1950,0.213922417,Pop/Rock
548338,26,203,88,50,1950,0.11043611,Jazz
792953,51,1577,34,40,1950,0.224628629,Pop/Rock
102781,51,1577,1616,40,1950,0.439935696,Jazz
174557,54,1437,78,50,1950,0.225666559,Pop/Rock
149166,4,29,10,50,1950,0.079939654,Folk
988386,8,260,252,20,1950,0.080240168,Jazz
806247,18,181,14,60,1950,0.107437701,Country
207735,9,70,0,40,1950,0.068811411,Pop/Rock
211483,8,38,13,50,1950,0.082125133,Jazz
807489,5,288,288,60,1950,0.123728378,Country
179730,15,144,22,20,1950,0.054272175,Country
108554,4,24,0,40,1950,0.064997025,Latin
94210,21,317,290,30,1950,0.11103517,Jazz
116984,7,338,329,20,1950,0.098535769,R&B;
120521,159,5916,408,20,1950,0.629375933,Pop/Rock
126144,2,31,0,50,1950,0.079280002,R&B;
126903,1,6,0,20,1950,0.033083488,Country
133832,8,225,0,20,1950,0.045934477,Jazz
153526,14,312,6,50,1950,0.094271884,Pop/Rock
789775,15,66,0,40,1950,0.075615335,Jazz
117064,8,111,0,60,1950,0.097003786,Pop/Rock
780451,30,412,47,60,1950,0.132222616,Country
144458,73,1103,606,60,1950,0.293896798,R&B;
674163,1,9,9,10,1950,0.017000893,R&B;
575012,4,152,126,50,1950,0.088351522,R&B;
528221,22,768,609,50,1950,0.200898139,Folk
532487,2,13,0,40,1950,0.064323428,Pop/Rock
811598,1,55,0,20,1950,0.03369931,R&B;
194018,13,187,17,30,1950,0.063362944,Pop/Rock
196544,1,10,0,10,1950,0.016834712,Vocal
246768,10,139,63,40,1950,0.07335547,Reggae
820232,16,263,6,50,1950,0.094692366,Pop/Rock
265456,17,525,1,30,1950,0.087689536,Pop/Rock
263852,3,17,0,50,1950,0.079389224,Pop/Rock
175286,49,428,134,60,1950,0.170544288,Country
796166,9,43,19,50,1950,0.083015966,Jazz
149946,6,20,11,40,1950,0.066128661,Jazz
190632,4,24,0,50,1950,0.079752316,Country
163577,1,2,0,0,1950,0.000221403,Country
205180,16,104,28,50,1950,0.091053039,Pop/Rock
171637,20,662,20,30,1950,0.102295338,Pop/Rock
159214,32,580,67,50,1950,0.134433515,Pop/Rock
150062,5,274,207,60,1950,0.113173387,Blues
151469,7,76,18,20,1950,0.038611829,R&B;
793988,43,1558,45,30,1950,0.208081907,Pop/Rock
168958,8,208,65,60,1950,0.101148595,R&B;
170211,2,57,0,50,1950,0.079559951,R&B;
172612,12,97,66,50,1950,0.088151683,Latin
46727,4,81,77,40,1950,0.068924517,R&B;
796950,16,671,518,60,1950,0.181672039,Folk
797205,5,33,19,40,1950,0.065860736,Latin
175087,12,57,20,60,1950,0.099402821,Stage & Screen
179379,15,140,119,40,1950,0.083389178,Jazz
180228,166,4749,678,60,1950,0.63734623,Pop/Rock
98081,13,89,65,40,1950,0.075672578,Vocal
798662,30,239,228,50,1950,0.130182266,Stage & Screen
987481,1,6,0,30,1950,0.048860421,Latin
800100,13,112,63,40,1950,0.075998088,Jazz
200448,1,4,0,50,1950,0.07893464,R&B;
202187,2,28,25,50,1950,0.079734853,Reggae
198922,3,298,0,50,1950,0.08621178,Pop/Rock
806542,37,897,894,60,1950,0.277495959,Blues
128249,2,30,0,30,1950,0.049174445,Vocal
143951,15,402,16,60,1950,0.111625345,Country
169536,4,94,0,60,1950,0.094919574,Country
179335,5,20,20,0,1950,0.012738026,Latin
801762,2,62,62,30,1950,0.052256195,Country
159406,2,7,0,60,1950,0.093433301,International
138699,63,959,140,50,1950,0.215530242,Pop/Rock
165855,5,31,0,30,1950,0.050465949,Pop/Rock
139933,11,739,362,60,1950,0.157425773,R&B;
794449,5,48,0,30,1950,0.050669005,Pop/Rock
798326,14,22,2,40,1950,0.073806204,Jazz
186734,18,505,437,60,1950,0.162696305,Blues
188342,9,59,46,50,1950,0.084085137,Country
191680,4,28,24,50,1950,0.080243822,Jazz
162820,10,317,40,30,1950,0.066464632,R&B;
802745,4,25,0,20,1950,0.034365806,Jazz
803720,36,1274,0,30,1950,0.173417901,Pop/Rock
533117,14,225,87,60,1950,0.107320749,R&B;
209142,13,156,0,40,1950,0.074875869,Pop/Rock
944310,77,1007,331,60,1950,0.26420335,Country
649950,3,20,20,40,1950,0.064968933,Pop/Rock
543055,14,277,10,50,1950,0.093018275,Pop/Rock
541125,12,205,0,60,1950,0.101859972,Pop/Rock
655273,5,93,4,20,1950,0.036639875,Pop/Rock
40225,36,396,36,50,1950,0.132007935,R&B;
667169,4,20,9,60,1950,0.094172189,R&B;
664378,22,331,79,60,1950,0.119195688,Country
783250,1,13,0,50,1950,0.078991965,Pop/Rock
664883,1,5,0,50,1950,0.078940518,R&B;
667794,13,107,95,60,1950,0.104238784,Folk
803162,3,5,5,0,1950,0.005895741,Jazz
738855,7,37,7,40,1950,0.066871886,Jazz
654490,14,330,231,60,1950,0.123423199,Blues
558596,5,41,7,40,1950,0.065699936,Jazz
664194,9,354,151,20,1950,0.068371066,R&B;
666763,8,34,0,30,1950,0.053002366,Jazz
558339,10,148,0,50,1950,0.085241819,Jazz
951384,4,20,0,0,1950,0.008859514,Jazz
117844,28,203,16,60,1950,0.121551797,Country
669473,8,108,30,60,1950,0.097595824,R&B;
665957,7,56,41,30,1950,0.0535679,R&B;
560208,18,92,0,60,1950,0.105447841,Pop/Rock
667556,1,6,0,10,1950,0.016807644,R&B;
671156,11,132,113,50,1950,0.091062256,Folk
674332,6,32,32,40,1950,0.066808723,Easy Listening
678408,9,57,0,40,1950,0.068625357,Jazz
267354,32,273,43,30,1950,0.103748289,Jazz
225754,1,3,3,60,1950,0.093295232,Blues
828507,2,10,0,40,1950,0.06430472,Jazz
829643,12,424,374,40,1950,0.127588516,Blues
830028,6,73,29,40,1950,0.06722835,R&B;
830319,5,12,11,40,1950,0.065515281,Jazz
74134,18,638,611,50,1950,0.191526293,Folk
87597,9,238,0,50,1950,0.087008881,Pop/Rock
115733,12,590,481,60,1950,0.16891887,Blues
119651,15,124,0,60,1950,0.102778571,Pop/Rock
778363,1,16,0,30,1950,0.048918349,Vocal
