,artist_names,id,active_start_years
320,Rick Braun,355052,1990
321,Ruby Braff,357057,1940
322,Jimmy McPartland,765773,1930
323,Jimmy Giuffre,360956,1940
324,Nat Adderley,377060,1950
325,Norman Brown,388167,1990
326,Esperanza Spalding,394325,2000
327,Cat Anderson,199369,1940
328,Randy Waldman,398909,1980
329,Michael White,399249,1980
330,Ray Anthony,405113,1940
331,John Scofield,677991,1970
332,The Lounge Lizards,757665,1980
333,Ray Nance,408531,1930
334,The RH Factor,411487,2000
335,Mike Stern,413405,1980
336,Mingus Big Band,418519,1990
337,Red Mitchell,883345,1950
338,Eddie Safranski,145543,1940
339,Miroslav Vitous,499683,1970
340,Al Hirt,507975,1950
341,Alex Bugnon,515790,1980
342,Tommy Flanagan,519715,1940
343,Brian Culbertson,521564,1990
344,Gerald Albright,647670,1980
345,The Brecker Brothers,521674,1970
346,Serge Chaloff,1163,1930
347,Melody Gardot,546205,2000
348,Fred Anderson,559501,1970
349,Monica Zetterlund,589209,1990
350,Monty Alexander,589256,1950
351,"Bernard ""Pretty"" Purdie",47401,1950
352,Brian Blade,623443,1990
353,James Mason,1913210,1970
354,Buddy Tate,631071,1930
355,Hot Lips Page,825032,1930
356,David Benoit,635760,1970
357,Buddy DeFranco,638918,1940
358,Poncho Sanchez,852665,1960
359,Gary McFarland,662149,1960
360,Mal Waldron,665824,1950
361,"Harry ""Sweets"" Edison",670641,1930
362,Marcus Roberts,673082,1980
363,Chuck Rainey,107247,1960
364,Acker Bilk,926115,1950
365,Tex Beneke,30664,1940
366,Yellowjackets,684612,1980
367,Gary Bartz,737969,1970
368,Slide Hampton,748827,1950
369,Steve Lacy,753004,1950
370,Bob Berg,759694,1970
371,Bill Charlap,763670,1990
372,Bobby Watson,765494,1970
373,Kenny Garrett,767404,1980
374,Pete Brown,720786,1930
375,Ronnie Laws,331473,1970
376,Kim Waters,773063,1980
377,The Jazz Crusaders,86750,1960
378,Alec Wilder,568622,1940
379,Billy May,769388,1930
380,James Morrison,785500,1970
381,Bennie Maupin,790496,1970
382,Eddie Gale,795271,1960
383,Laurindo Almeida,761478,1950
384,Toshiko Akiyoshi,797470,1950
385,Ralph Burns,337015,1950
386,Grady Tate,803162,1950
387,Charlie Hunter,806601,1990
388,Turtle Island String Quartet,807181,1980
389,Russell Malone,808613,1990
390,Jess Stacy,276592,1930
391,Frankie Carle,138560,1930
392,Horace Parlan,824879,1950
393,Robben Ford,830063,1960
394,Peter Erskine,842492,1970
395,Mel Lewis,869708,1940
396,Norman Connors,845196,1970
397,Richard Elliot,852970,1980
398,Michal Urbaniak,889276,1970
399,Brad Mehldau,934305,1990
400,N'Dea Davenport,935117,1990
401,Toninho Horta,937242,1970
402,Candy Dulfer,945711,1980
403,Marc Johnson,955700,1990
404,Hiroshima,958117,1970
405,Matthew Halsall,1072783,2000
