,artist_names,id,active_start_years
161,Conway Twitty,780451,1950
162,Marty Stuart,378041,1970
163,Eddie Rabbitt,794846,1970
164,Bill Keith,69805,1950
165,Earl Scruggs,153519,1940
166,Roger Miller,151431,1950
167,Johnny Horton,198783,1950
168,Ernest Tubb,200775,1930
169,The Kentucky Headhunters,72716,1980
170,Billy Ray Cyrus,76561,1980
171,Cowboy Troy,76788,2000
172,Jerry Reed,334644,1950
173,Big & Rich,762821,1990
174,John Michael Montgomery,811897,1990
175,Mel Tillis,407300,1950
176,Hawkshaw Hawkins,562030,1940
177,Michael Martin Murphey,885875,1960
178,Mac McAnally,186125,1970
179,Lee Greenwood,196690,1970
180,The Mavericks,399659,1980
181,Bryan White,939565,1990
182,Billy Currington,81739,2000
183,Charlie Walker,83106,1950
184,Barbara Mandrell,788569,1950
185,Chris Knight,89873,1990
186,Chely Wright,90079,1990
187,Wynonna,686560,1990
188,Mother Maybelle Carter,337856,1950
189,Hank Thompson,947816,1940
190,Chris Hillman,96944,1960
191,BlackHawk,97203,1990
192,Jack Ingram,98688,1990
193,Lionel Cartwright,296601,1980
194,Radney Foster,385879,1990
195,Hal Ketchum,662642,1980
196,Chris Cagle,106916,1990
197,Chris LeDoux,107466,1970
198,Porter Wagoner,355451,1950
199,Clay Walker,118189,1990
200,Lacy J. Dalton,118503,1970
201,LeAnn Rimes,118791,1990
202,Joe Maphis,141256,1940
203,Jimmy Bryant,296402,1940
204,Craig Morgan,124881,2000
205,Lee Hazlewood,237517,1960
206,Wynn Stewart,683065,1950
207,Cindy Walker,126903,1950
208,The Grascals,129254,2000
209,The Del McCoury Band,146354,1960
210,Larry Gatlin,129945,1970
211,Cross Canadian Ragweed,130037,1990
212,The Highwaymen,75801,1980
213,Pirates of the Mississippi,350585,1980
214,Tony Rice,130855,1970
215,John Hartford,221603,1950
216,Del McCoury,234488,1960
217,Lester Flatt,269172,1940
218,The Dillards,788568,1960
219,James Burton,131178,1960
220,Asleep at the Wheel,622379,1970
221,Jean Shepard,189701,1950
222,Pat Green,134761,1990
223,The Wilburn Brothers,820999,1940
224,The Country Gentlemen,139709,1950
225,Carl Smith,163198,1940
226,Faron Young,143951,1950
227,Eddy Raven,147306,1970
228,Tony Trischka,202033,1970
229,Old & In the Way,461737,1970
230,Don Gibson,184814,1940
231,Webb Pierce,198901,1950
232,Tommy Collins,516706,1950
233,Freddy Fender,188342,1950
234,Eric Heatherly,156749,2000
235,Chad Brock,156950,1990
236,Suzy Bogguss,753237,1970
237,K.T. Oslin,352999,1970
238,Doug Kershaw,163577,1950
239,David Houston,220946,1960
240,Carl Butler,172770,1960
241,Riders in the Sky,176148,1970
242,Charlie Robison,176360,1990
243,Emerson Drive,184199,1990
244,Exile,791480,1960
245,Sawyer Brown,837985,1980
246,Mac Davis,185669,1960
247,Lee Roy Parnell,189229,1990
248,Lee Ann Womack,194063,1990
249,Ed Bruce,144349,1960
250,Gretchen Wilson,196976,2000
251,Ty Herndon,201716,1990
252,Moe Bandy,477954,1960
253,Donna Fargo,738674,1960
254,Ricochet,212006,1990
255,Roy Clark,341652,1950
256,John Conlee,216586,1970
257,Hot Rize,222601,1970
258,Homer & Jethro,269390,1930
259,Johnny Lee,240267,1960
260,Jerry Byrd,326096,1940
261,Speedy West,742166,1950
262,Wayne Hancock,243418,1990
263,Tracy Lawrence,746387,1990
264,Johnny Rodriguez,245534,1970
265,Junior Brown,300583,1980
266,Sara Evans,248920,1990
267,Julie Roberts,251206,2000
268,Leroy Van Dyke,253296,1950
269,Diamond Rio,254827,1980
270,Little Big Town,257787,1990
271,Aaron Tippin,580058,1980
272,Little Texas,266151,1980
273,Marie Osmond,270060,1960
274,Josh Turner,277764,2000
275,Lila McCann,279308,1990
276,George Morgan,650525,1940
277,Jessica Andrews,286530,1990
278,Mark O'Connor,293391,1970
279,Justin Tubb,309839,1950
280,Little Jimmy Dickens,314346,1930
281,Mary Gauthier,314576,1990
282,Jason Aldean,318882,2000
283,Peter Rowan,322339,1970
284,Jerry Douglas,327130,1970
285,Floyd Cramer,801762,1950
286,Mark Wills,334041,1990
287,Raul Malo,340527,1990
288,Phil Vassar,342004,1990
289,Jim Ed Brown,344332,1950
290,Rebecca Lynn Howard,347741,1990
291,Ray Stevens,348884,1950
292,Rick Trevino,358528,1990
293,New Grass Revival,391519,1970
294,Neal McCoy,383853,1980
295,Norman Blake,387352,1950
296,Zac Brown,392925,2000
297,Brad Paisley,610880,1990
298,Rascal Flatts,868174,1990
299,Randy Scruggs,397156,1990
300,Nickel Creek,399733,1980
301,Rhonda Vincent,472735,1960
302,Tim O'Brien,593129,1970
303,Alison Krauss,745071,1980
304,Scott Nygaard,836017,1970
305,Stuart Duncan,921289,1990
306,The Peasall Sisters,409985,2000
307,Red Simpson,453908,1960
308,Red Sovine,454240,1930
309,Boots Randolph,106514,1960
310,The Tractors,481827,1990
311,Sugarland,484880,2000
312,Luke Bryan,502198,2000
313,Miranda Lambert,503242,2000
314,Tift Merritt,927795,1990
315,Stonewall Jackson,523661,1950
316,Buddy Emmons,536035,1950
317,Dailey & Vincent,541760,2000
318,The Wreckers,554804,2000
319,Ray Wylie Hubbard,414291,1970
320,Steve Young,756959,1960
321,Blaze Foley,759224,1970
322,Justin Townes Earle,566448,2000
323,Rhiannon Giddens,579234,2010
324,Yonder Mountain String Band,588918,1990
325,Gene Watson,803757,1970
326,The Infamous Stringdusters,618726,2000
327,Jamey Johnson,627787,2000
328,David Ball,631078,1970
329,Eric Church,632233,2000
330,Ryan Bingham,636841,2000
331,C.W. McCall,646260,1970
332,Dan Tyminski,669057,1980
333,Aunt Molly Jackson,46214,1930
334,Rose Maddox,290414,1950
335,Darryl Worley,676818,1990
336,Hank Williams III,947752,1990
337,Kellie Pickler,732652,2000
338,Paul Overstreet,749273,1980
339,The Bluegrass Album Band,757251,1980
340,Bob Luman,763831,1950
341,Johnny Bond,199229,1930
342,Billy Walker,770628,1940
343,The Kendalls,770853,1960
344,DiÃ³medes DÃ­az,267435,1990
345,Joe Nichols,807869,1990
346,Jamie O'Neal,808003,2000
347,Wade Bowen,812239,2000
348,Dick Curless,821252,1960
349,Dierks Bentley,825883,2000
350,Corb Lund,860996,1990
351,Carrie Underwood,861252,2000
352,The Browns,630603,1950
353,Mike Reid,896041,1980
354,Sunny Sweeney,939033,2000
355,Holly Dunn,579823,1970
356,Hank Cochran,950777,1950
357,Darius Rucker,956675,1980
358,Dave Dudley,959490,1960
359,Crystal Shawanda,1002889,2000
360,Jake Owen,1009342,2000
361,Colt Ford,1028746,2000
362,Frankie Miller,1061504,1950
363,Chris Young,1379627,2000
364,Jerrod Niemann,1449541,1990
365,Josh Ward,1456229,2000
366,Brett Young,1580437,2000
367,Easton Corbin,1599476,2000
368,Moe Bandy & Joe Stampley,1781875,1970
369,William Michael Morgan,1973181,2010
370,Cory Morrow,124825,1990
371,Josh Abbott Band,2003453,2000
372,The SteelDrivers,2061191,2000
373,Curtis Grimes,2336424,2000
374,The Band Perry,2372262,2000
375,Eric Paslay,2377304,2010
376,Logan Mize,2468217,2000
377,Canaan Smith,2564904,2010
378,Sam Hunt,2674420,2010
379,Tyler Farr,2690165,2010
380,Jana Kramer,2701931,2010
381,Scotty McCreery,2702854,2010
382,Ronnie Dunn,331400,1980
383,Pistol Annies,2744416,2010
384,Cole Swindell,2795282,2010
385,Florida Georgia Line,2942900,2010
386,Dallas Smith,2948162,2000
387,Upchurch,3067310,2010
388,The Cadillac Three,3115003,2010
389,Mickey Guyton,3237096,2010
390,Jessie James Decker,3256615,2000
391,Chase Bryant,3288126,2010
392,Jackie Lee,3315236,2010
393,Luke Kaufman,3347207,2010
394,Sarah Ross,3381566,2010
395,Jon Langston,3397785,2010
396,Chris Lane,3455720,2010
397,Jillian Jacqueline,3455945,2000
398,Luke Combs,3462371,2010
399,LANCO,3486253,2010
400,Buddy Brown,3513172,2010
401,Colter Wall,3539434,2010
402,Midland,3567510,2010
